Dealership,Season,Car,Buyer,Buyer_Age
Seattle,Spring,Nissan,Male,20
Columbus,Spring,Subaru,Male,66
NYC,Winter,Subaru,Male,41
Houston,Winter,Subaru,Male,31
San Diego,Spring,Hyundai,Female,28
Chicago,Winter,Subaru,Male,54
Chicago,Winter,Hyundai,Female,75
San Diego,Fall,Nissan,Female,72
LA,Spring,Chevrolet,Female,24
Austin,Fall,GMC,Male,36
Philladephia,Fall,Kia,Male,44
Chicago,Summer,Toyota,Female,47
Philladephia,Summer,Subaru,Female,37
Chicago,Winter,Ford,Male,27
Austin,Spring,Jeep,Female,51
Austin,Winter,Ford,Male,64
San Antonio,Winter,Ford,Male,48
San Diego,Winter,GMC,Female,70
Houston,Fall,Hyundai,Female,25
Seattle,Summer,Nissan,Female,72
LA,Summer,GMC,Female,56
Phoenix,Spring,Toyota,Female,35
Chicago,Winter,Subaru,Male,34
Phoenix,Winter,Jeep,Male,75
San Antonio,Spring,Jeep,Female,53
Philladephia,Winter,Ram,Female,63
San Antonio,Fall,Ram,Female,33
Philladephia,Fall,Kia,Female,21
Chicago,Spring,Honda,Female,56
Houston,Summer,Nissan,Female,80
NYC,Fall,Ram,Female,63
NYC,Fall,Toyota,Male,50
Houston,Fall,GMC,Male,24
LA,Summer,Jeep,Female,78
Chicago,Summer,GMC,Male,63
Austin,Winter,Nissan,Male,43
NYC,Summer,Ford,Male,69
Seattle,Summer,Honda,Female,48
LA,Summer,Ram,Male,28
Houston,Winter,Honda,Female,73
LA,Summer,Toyota,Female,64
San Antonio,Spring,Nissan,Female,49
Austin,Fall,Kia,Female,19
Columbus,Winter,Ram,Male,37
Columbus,Summer,GMC,Male,61
Columbus,Summer,Kia,Male,30
Philladephia,Spring,Honda,Female,33
San Diego,Spring,Hyundai,Female,36
Columbus,Summer,Honda,Female,42
LA,Fall,Jeep,Male,68
LA,Winter,GMC,Female,65
Phoenix,Summer,Nissan,Male,56
Chicago,Summer,Subaru,Male,72
San Antonio,Summer,Honda,Male,55
Seattle,Fall,Kia,Male,42
Houston,Summer,Subaru,Female,77
San Diego,Summer,Subaru,Female,72
San Diego,Spring,Hyundai,Male,49
Phoenix,Fall,Ram,Male,65
San Diego,Fall,Hyundai,Male,23
Austin,Summer,Nissan,Female,39
Chicago,Fall,Kia,Male,71
Houston,Winter,Ram,Female,55
Austin,Winter,GMC,Female,21
Seattle,Spring,Hyundai,Female,35
Austin,Summer,Nissan,Male,41
NYC,Winter,Ford,Female,55
Columbus,Spring,Nissan,Male,41
Chicago,Fall,Nissan,Female,43
NYC,Summer,GMC,Female,58
San Antonio,Fall,Honda,Female,70
Seattle,Summer,Chevrolet,Male,80
Austin,Winter,Kia,Female,44
Columbus,Winter,Kia,Female,79
Austin,Winter,Hyundai,Male,41
Seattle,Spring,Toyota,Male,25
Houston,Summer,GMC,Female,37
Philladephia,Summer,Chevrolet,Female,38
Columbus,Winter,Hyundai,Female,73
Chicago,Fall,Jeep,Male,60
San Diego,Fall,GMC,Male,43
Columbus,Spring,Subaru,Male,71
Philladephia,Summer,Ford,Female,52
Phoenix,Winter,Ford,Female,71
NYC,Winter,Nissan,Male,75
Austin,Fall,Ford,Male,63
NYC,Summer,Hyundai,Male,45
LA,Fall,Ram,Male,55
Columbus,Fall,Hyundai,Male,65
NYC,Fall,Chevrolet,Female,79
San Diego,Winter,Toyota,Female,41
Chicago,Fall,Toyota,Female,73
Chicago,Fall,Ram,Female,30
San Antonio,Winter,Chevrolet,Male,54
Chicago,Fall,GMC,Female,31
Columbus,Spring,Toyota,Male,60
Seattle,Fall,Ford,Female,50
Phoenix,Spring,Hyundai,Female,59
NYC,Summer,Chevrolet,Male,35
San Antonio,Fall,Ford,Male,23
Houston,Spring,Honda,Female,45
San Diego,Summer,Toyota,Male,30
Chicago,Spring,Jeep,Female,38
Phoenix,Fall,Honda,Female,70
San Diego,Spring,Subaru,Female,66
San Antonio,Fall,Nissan,Male,36
LA,Fall,GMC,Female,28
San Diego,Winter,Kia,Female,33
Chicago,Summer,Ford,Female,58
LA,Summer,GMC,Female,29
San Diego,Winter,Toyota,Male,30
Houston,Summer,Ram,Male,25
NYC,Summer,Subaru,Female,80
Seattle,Summer,Ram,Female,64
Houston,Fall,Ford,Female,64
LA,Summer,Jeep,Female,18
Philladephia,Fall,Ram,Female,66
San Diego,Summer,Chevrolet,Female,39
San Antonio,Winter,Hyundai,Female,28
San Antonio,Spring,Ram,Female,48
Phoenix,Summer,Subaru,Male,80
Columbus,Winter,Hyundai,Male,31
Austin,Spring,Hyundai,Male,24
Houston,Winter,Ford,Female,47
Phoenix,Summer,Hyundai,Male,30
NYC,Fall,Honda,Female,50
Seattle,Summer,Honda,Male,66
Austin,Spring,GMC,Male,19
Chicago,Summer,Ford,Female,51
San Antonio,Spring,Toyota,Male,45
Columbus,Fall,Ram,Female,43
LA,Summer,Ford,Female,36
LA,Fall,Ram,Female,56
Austin,Summer,Hyundai,Male,60
Phoenix,Spring,Jeep,Female,29
NYC,Summer,Nissan,Male,34
Phoenix,Spring,Ford,Male,56
NYC,Summer,Hyundai,Female,74
Houston,Summer,GMC,Female,36
LA,Summer,Chevrolet,Female,62
NYC,Spring,Hyundai,Male,52
LA,Summer,Nissan,Male,55
San Antonio,Spring,Nissan,Female,53
Houston,Fall,Hyundai,Female,64
NYC,Fall,Nissan,Female,79
Philladephia,Spring,GMC,Female,72
Austin,Summer,Chevrolet,Male,45
NYC,Winter,GMC,Male,66
Austin,Winter,Subaru,Male,75
Chicago,Fall,Honda,Female,31
Seattle,Fall,Honda,Male,38
Chicago,Spring,Chevrolet,Male,33
San Antonio,Fall,Ford,Male,69
Phoenix,Spring,Toyota,Male,62
Columbus,Fall,Chevrolet,Male,48
LA,Winter,Chevrolet,Female,79
San Diego,Winter,Toyota,Male,36
San Diego,Summer,Kia,Female,37
Austin,Spring,Ford,Female,35
NYC,Winter,Hyundai,Female,72
Phoenix,Summer,Hyundai,Male,42
Philladephia,Spring,Ram,Female,19
Columbus,Fall,Nissan,Female,24
NYC,Fall,Ram,Male,27
Seattle,Summer,Kia,Male,56
Houston,Winter,Honda,Female,30
Seattle,Spring,Chevrolet,Male,71
LA,Summer,Toyota,Female,63
Columbus,Winter,Ford,Male,37
Seattle,Summer,Chevrolet,Female,44
Columbus,Summer,Jeep,Female,48
San Antonio,Spring,Ford,Female,52
San Diego,Winter,Kia,Male,28
Houston,Fall,Chevrolet,Female,64
San Antonio,Spring,Ram,Male,33
San Diego,Fall,Toyota,Female,47
Columbus,Spring,Honda,Female,34
Seattle,Spring,Toyota,Male,80
Columbus,Spring,Chevrolet,Male,35
Chicago,Spring,Kia,Female,51
San Antonio,Spring,Hyundai,Male,60
Chicago,Fall,Toyota,Female,57
Austin,Winter,Kia,Female,59
Columbus,Summer,Honda,Female,25
San Diego,Summer,Toyota,Male,65
Seattle,Fall,Honda,Female,74
San Diego,Fall,Ford,Male,56
Philladephia,Winter,Honda,Female,65
Columbus,Summer,Hyundai,Female,59
Phoenix,Summer,Ram,Male,33
San Diego,Summer,Hyundai,Female,55
Chicago,Spring,Honda,Male,35
Columbus,Winter,Subaru,Male,47
Seattle,Winter,Honda,Female,48
Chicago,Summer,Nissan,Male,71
LA,Winter,Ram,Female,30
Seattle,Spring,Jeep,Male,21
Philladephia,Summer,Nissan,Male,22
San Diego,Spring,Chevrolet,Male,47
Columbus,Summer,Hyundai,Male,22
NYC,Winter,Kia,Male,18
Philladephia,Fall,Hyundai,Male,54
Chicago,Fall,Chevrolet,Male,55
LA,Summer,Honda,Female,41
San Antonio,Spring,Nissan,Male,47
San Diego,Spring,Ram,Male,32
Phoenix,Fall,Jeep,Female,32
Chicago,Winter,Nissan,Male,50
Chicago,Winter,Toyota,Male,80
NYC,Fall,Kia,Male,64
San Antonio,Summer,GMC,Female,68
Austin,Winter,Ford,Female,30
Phoenix,Summer,Ford,Female,73
Houston,Summer,Kia,Male,37
Phoenix,Winter,Nissan,Female,41
Houston,Winter,Ram,Female,68
Chicago,Fall,Ford,Female,75
Phoenix,Winter,Ford,Male,40
San Antonio,Fall,Chevrolet,Male,59
Phoenix,Summer,Chevrolet,Male,25
Philladephia,Fall,Chevrolet,Male,78
Columbus,Spring,Chevrolet,Female,65
Austin,Summer,Subaru,Male,66
Columbus,Fall,Honda,Male,19
Austin,Summer,Ram,Male,55
Austin,Fall,Subaru,Male,45
Seattle,Summer,Toyota,Male,62
Austin,Winter,Subaru,Female,62
San Antonio,Summer,Ford,Male,56
NYC,Winter,Nissan,Male,77
NYC,Summer,Ford,Male,63
Seattle,Winter,Honda,Male,20
Chicago,Spring,Ford,Male,36
San Antonio,Fall,Ram,Female,76
NYC,Spring,Chevrolet,Female,65
Austin,Spring,Hyundai,Female,67
San Antonio,Spring,Chevrolet,Female,73
Chicago,Summer,Honda,Male,31
Austin,Fall,Hyundai,Female,62
Seattle,Spring,Ram,Female,69
Austin,Fall,Nissan,Female,54
Phoenix,Spring,Toyota,Male,44
Houston,Winter,GMC,Female,38
San Antonio,Fall,Jeep,Female,47
Phoenix,Winter,Ford,Male,44
Philladephia,Winter,GMC,Female,68
Phoenix,Summer,Ford,Male,69
Chicago,Summer,Chevrolet,Male,20
LA,Summer,Toyota,Female,66
San Antonio,Winter,Jeep,Male,68
San Diego,Summer,Ford,Female,30
Chicago,Winter,Jeep,Female,41
LA,Summer,Subaru,Female,73
LA,Winter,Ram,Male,27
Houston,Fall,Chevrolet,Male,60
NYC,Summer,Subaru,Female,47
Seattle,Winter,GMC,Male,58
Seattle,Summer,Nissan,Female,69
San Antonio,Summer,Honda,Male,30
NYC,Summer,Ford,Male,60
San Antonio,Summer,Toyota,Male,56
San Antonio,Winter,Nissan,Male,31
Houston,Winter,Subaru,Male,31
Philladephia,Spring,Ford,Female,72
Philladephia,Summer,Jeep,Male,37
Austin,Winter,Kia,Female,79
NYC,Fall,Subaru,Female,37
Seattle,Fall,Ram,Male,20
Phoenix,Spring,Honda,Male,68
San Antonio,Fall,Jeep,Male,38
Chicago,Spring,Ram,Female,42
Columbus,Fall,Toyota,Male,65
Philladephia,Winter,Kia,Male,42
Houston,Fall,Chevrolet,Female,49
LA,Spring,Kia,Female,67
Houston,Summer,Subaru,Female,36
San Antonio,Summer,Toyota,Female,55
Chicago,Spring,Ram,Female,25
Chicago,Winter,GMC,Male,77
Seattle,Fall,Ford,Female,27
Philladephia,Winter,GMC,Male,60
San Diego,Summer,Nissan,Female,35
Columbus,Spring,Kia,Male,52
LA,Summer,Ford,Female,68
Columbus,Winter,Subaru,Female,31
NYC,Spring,Kia,Male,75
Phoenix,Winter,Nissan,Female,57
San Antonio,Summer,Honda,Female,69
San Diego,Fall,Toyota,Male,79
San Antonio,Spring,Ford,Male,67
Phoenix,Summer,Subaru,Male,35
Philladephia,Spring,Toyota,Male,67
Chicago,Summer,Ford,Female,71
Columbus,Spring,GMC,Female,45
Columbus,Spring,Subaru,Male,80
Columbus,Spring,Subaru,Male,69
Columbus,Spring,GMC,Male,32
San Diego,Fall,Ford,Male,36
Houston,Winter,Ram,Male,49
Phoenix,Summer,GMC,Male,61
Phoenix,Summer,Ford,Female,42
San Diego,Spring,Hyundai,Female,70
Phoenix,Summer,Ram,Male,36
Columbus,Winter,Kia,Female,18
San Antonio,Winter,Hyundai,Female,48
LA,Winter,GMC,Female,62
Austin,Summer,Subaru,Female,56
Chicago,Fall,Ford,Female,31
Columbus,Spring,GMC,Female,62
Houston,Summer,Subaru,Female,73
Austin,Fall,Chevrolet,Male,79
Houston,Winter,Jeep,Female,31
Columbus,Fall,Subaru,Female,76
Philladephia,Spring,Chevrolet,Female,30
Houston,Winter,GMC,Male,54
Austin,Spring,Ram,Female,32
Chicago,Winter,Jeep,Female,27
Austin,Fall,Kia,Male,48
Chicago,Fall,Subaru,Female,19
Austin,Summer,Jeep,Male,60
Houston,Fall,Jeep,Male,22
Seattle,Summer,Honda,Female,55
NYC,Winter,Jeep,Male,51
Chicago,Spring,Kia,Male,69
Philladephia,Fall,Nissan,Female,63
Chicago,Fall,Toyota,Male,78
Columbus,Winter,GMC,Female,55
Houston,Winter,Honda,Male,27
Austin,Fall,Hyundai,Male,66
NYC,Fall,Hyundai,Male,50
NYC,Summer,GMC,Male,79
NYC,Winter,Hyundai,Female,48
Seattle,Fall,Hyundai,Female,53
Houston,Fall,GMC,Male,39
Seattle,Spring,Jeep,Female,56
Chicago,Winter,Chevrolet,Male,31
Houston,Winter,Ram,Male,57
Houston,Fall,Chevrolet,Female,29
San Antonio,Summer,GMC,Female,45
San Diego,Summer,Jeep,Female,36
Philladephia,Fall,Kia,Female,65
Seattle,Fall,Ram,Male,18
Columbus,Spring,Chevrolet,Male,50
Columbus,Summer,Jeep,Male,23
Houston,Winter,Subaru,Male,52
San Antonio,Summer,Hyundai,Female,52
Philladephia,Fall,Ram,Female,48
Austin,Winter,Subaru,Female,57
Houston,Summer,Hyundai,Male,65
NYC,Fall,Chevrolet,Female,78
LA,Spring,Hyundai,Male,80
Seattle,Fall,Kia,Male,75
San Diego,Summer,Ford,Female,74
San Antonio,Fall,GMC,Male,64
NYC,Fall,Jeep,Male,64
Houston,Fall,Honda,Male,38
San Antonio,Fall,Toyota,Female,51
Phoenix,Winter,Toyota,Male,29
Phoenix,Winter,Ford,Female,35
Austin,Summer,Toyota,Male,76
Philladephia,Spring,Jeep,Male,40
Columbus,Winter,Nissan,Male,47
San Diego,Winter,Ford,Female,24
NYC,Fall,GMC,Male,38
Houston,Spring,Chevrolet,Female,35
Philladephia,Winter,Honda,Male,70
Austin,Summer,Jeep,Male,74
San Diego,Summer,Chevrolet,Female,74
Austin,Spring,Ram,Female,28
Philladephia,Fall,Subaru,Male,49
Seattle,Fall,Hyundai,Female,48
Houston,Winter,Subaru,Female,63
Houston,Winter,Hyundai,Male,39
San Diego,Summer,Chevrolet,Male,43
Philladephia,Spring,GMC,Male,40
NYC,Summer,Hyundai,Female,75
San Antonio,Fall,Kia,Female,20
Austin,Summer,Hyundai,Female,33
Seattle,Spring,Toyota,Female,42
LA,Fall,GMC,Male,51
San Diego,Summer,Honda,Male,18
Columbus,Summer,Ram,Female,46
Austin,Summer,Kia,Male,27
Austin,Winter,Honda,Male,53
NYC,Fall,Chevrolet,Female,43
San Diego,Summer,Ford,Male,29
Seattle,Spring,GMC,Female,26
San Diego,Winter,Ram,Male,76
NYC,Summer,Subaru,Male,30
Columbus,Summer,Honda,Female,78
Phoenix,Fall,Toyota,Female,77
Phoenix,Spring,Toyota,Female,76
Philladephia,Spring,Nissan,Male,24
San Antonio,Spring,Hyundai,Male,19
San Diego,Summer,Ford,Male,26
NYC,Fall,Ford,Male,25
Seattle,Spring,Toyota,Female,19
Philladephia,Spring,Honda,Female,33
Chicago,Spring,Hyundai,Female,19
Philladephia,Summer,Kia,Female,69
Chicago,Spring,Nissan,Male,21
San Antonio,Fall,Chevrolet,Male,69
Houston,Winter,Ford,Male,61
Houston,Fall,Honda,Male,19
NYC,Summer,Jeep,Female,49
LA,Spring,Nissan,Female,35
San Antonio,Winter,Ford,Female,65
Austin,Summer,GMC,Female,34
Phoenix,Summer,Toyota,Male,66
Philladephia,Winter,Chevrolet,Female,49
San Diego,Summer,Subaru,Male,52
Austin,Spring,Ford,Male,23
San Diego,Fall,Toyota,Male,34
Phoenix,Winter,Ram,Male,66
Philladephia,Summer,Nissan,Male,62
Phoenix,Spring,Hyundai,Female,61
Phoenix,Spring,Hyundai,Male,80
Philladephia,Fall,Chevrolet,Female,54
Seattle,Winter,Hyundai,Female,41
LA,Summer,Honda,Female,58
Columbus,Winter,Kia,Female,23
San Antonio,Winter,Chevrolet,Male,77
San Antonio,Summer,Kia,Female,38
San Antonio,Fall,Subaru,Male,56
LA,Winter,Subaru,Female,32
Austin,Summer,Hyundai,Female,21
Austin,Winter,Subaru,Male,34
Phoenix,Summer,Subaru,Female,44
San Antonio,Fall,Toyota,Female,27
San Antonio,Fall,Subaru,Female,62
Houston,Winter,Ram,Male,60
San Diego,Spring,Nissan,Male,51
LA,Spring,Chevrolet,Male,26
LA,Spring,Ram,Male,59
San Diego,Fall,Honda,Female,67
Columbus,Winter,Hyundai,Female,37
Chicago,Summer,Hyundai,Female,20
Chicago,Winter,Hyundai,Male,60
LA,Spring,Ford,Male,19
Columbus,Spring,Hyundai,Male,34
NYC,Spring,Nissan,Male,36
Houston,Spring,Honda,Female,54
Austin,Fall,Honda,Male,55
NYC,Summer,Ram,Female,69
San Diego,Fall,Ford,Female,25
Austin,Summer,Kia,Female,60
San Antonio,Summer,Jeep,Male,50
LA,Fall,Ram,Female,57
Chicago,Fall,Subaru,Female,35
Philladephia,Spring,Toyota,Male,41
San Antonio,Spring,Ram,Female,22
Columbus,Spring,Nissan,Male,32
NYC,Winter,Ford,Female,69
San Antonio,Summer,Jeep,Female,68
Chicago,Winter,Kia,Female,68
Philladephia,Winter,Honda,Female,71
Chicago,Spring,Hyundai,Male,35
Columbus,Summer,Subaru,Female,31
NYC,Winter,Hyundai,Male,56
Houston,Summer,Kia,Female,55
Columbus,Summer,Subaru,Male,53
San Antonio,Spring,Chevrolet,Male,34
Austin,Spring,Toyota,Male,24
Columbus,Fall,Ram,Female,29
Columbus,Fall,Jeep,Male,30
Chicago,Spring,Chevrolet,Female,32
NYC,Summer,Chevrolet,Male,50
NYC,Summer,Chevrolet,Female,69
Seattle,Winter,Honda,Male,18
San Diego,Spring,Toyota,Male,30
LA,Spring,GMC,Female,58
Philladephia,Fall,Ford,Male,44
San Diego,Spring,Hyundai,Female,46
LA,Spring,Jeep,Male,26
LA,Summer,Jeep,Female,72
Chicago,Winter,Ford,Male,23
Seattle,Summer,Toyota,Female,58
Houston,Summer,Chevrolet,Female,40
Seattle,Spring,Ram,Male,29
Austin,Spring,Subaru,Female,43
NYC,Spring,Jeep,Male,37
Houston,Fall,Ford,Male,29
Philladephia,Winter,Chevrolet,Male,28
Seattle,Summer,Nissan,Male,71
Columbus,Winter,Jeep,Male,29
Philladephia,Winter,Jeep,Female,37
Austin,Fall,Honda,Female,62
Chicago,Summer,Ram,Female,80
LA,Fall,GMC,Female,30
San Diego,Summer,Jeep,Male,54
Austin,Summer,Hyundai,Female,31
San Antonio,Spring,Hyundai,Female,76
Philladephia,Fall,Ram,Female,67
Seattle,Fall,Kia,Female,18
Philladephia,Summer,Ram,Male,21
LA,Spring,Toyota,Female,76
Chicago,Fall,Honda,Female,25
Houston,Fall,Nissan,Female,71
Houston,Fall,GMC,Male,80
Houston,Winter,Ram,Male,33
San Antonio,Winter,Honda,Female,77
Chicago,Fall,Ram,Female,80
Seattle,Summer,Ford,Female,43
Seattle,Fall,Chevrolet,Female,53
Chicago,Spring,Toyota,Male,28
Phoenix,Winter,Subaru,Male,26
Austin,Winter,GMC,Female,35
Houston,Winter,Kia,Female,39
LA,Fall,Toyota,Male,63
Houston,Fall,Hyundai,Female,46
Columbus,Fall,Ford,Female,71
San Diego,Winter,Kia,Male,77
Phoenix,Summer,Hyundai,Male,75
Columbus,Fall,Chevrolet,Female,23
LA,Summer,Honda,Male,63
San Antonio,Spring,Toyota,Female,48
Columbus,Spring,Jeep,Female,60
Seattle,Spring,Hyundai,Male,49
Philladephia,Summer,Ford,Male,54
Phoenix,Spring,Subaru,Female,57
Chicago,Spring,Chevrolet,Male,47
LA,Spring,Toyota,Male,44
San Antonio,Spring,Nissan,Female,21
Phoenix,Fall,Hyundai,Female,62
Houston,Winter,Hyundai,Male,35
Austin,Summer,Chevrolet,Female,34
San Antonio,Fall,Nissan,Male,42
Seattle,Spring,Toyota,Female,70
LA,Winter,Honda,Male,59
Philladephia,Spring,Ram,Female,64
Austin,Summer,Toyota,Male,49
Philladephia,Spring,Ram,Male,36
Houston,Summer,Hyundai,Female,22
Philladephia,Fall,Chevrolet,Female,40
Austin,Spring,Toyota,Female,65
San Diego,Summer,Ram,Male,55
LA,Spring,Nissan,Female,34
Philladephia,Summer,Chevrolet,Female,59
San Antonio,Winter,Kia,Female,21
Seattle,Spring,Ram,Male,43
Phoenix,Summer,Chevrolet,Female,76
Columbus,Spring,Nissan,Female,29
Austin,Summer,Toyota,Female,79
Seattle,Fall,Honda,Female,61
Columbus,Fall,GMC,Female,55
Phoenix,Summer,Hyundai,Female,77
Seattle,Fall,Ford,Female,65
San Diego,Spring,Subaru,Female,29
San Antonio,Fall,Hyundai,Male,33
Seattle,Fall,Subaru,Male,57
San Diego,Winter,Subaru,Male,79
Seattle,Summer,Honda,Male,65
Seattle,Summer,Honda,Male,50
San Antonio,Spring,Kia,Male,44
NYC,Winter,Ford,Male,29
San Diego,Spring,Jeep,Male,51
San Antonio,Fall,Ram,Male,29
Columbus,Summer,Ram,Male,22
NYC,Fall,Ram,Female,34
Seattle,Summer,Honda,Male,70
LA,Spring,Nissan,Male,62
Columbus,Winter,Nissan,Female,35
Austin,Spring,Jeep,Male,64
Columbus,Fall,Jeep,Female,68
Columbus,Fall,Honda,Female,76
NYC,Summer,Honda,Female,65
Chicago,Spring,Honda,Male,80
Houston,Summer,Ram,Female,67
Chicago,Fall,Ram,Male,37
San Diego,Winter,Ford,Female,58
Chicago,Winter,Ram,Female,25
LA,Spring,Chevrolet,Male,49
San Antonio,Fall,Hyundai,Female,72
LA,Winter,Kia,Female,24
San Antonio,Summer,Honda,Female,39
Seattle,Winter,Nissan,Female,19
NYC,Summer,Hyundai,Male,36
NYC,Summer,Ram,Male,61
Houston,Summer,Subaru,Female,26
Houston,Spring,Hyundai,Male,63
Phoenix,Summer,Subaru,Female,51
Houston,Spring,GMC,Male,37
Austin,Fall,Chevrolet,Female,62
Chicago,Spring,Hyundai,Female,20
San Antonio,Fall,Toyota,Male,53
Phoenix,Fall,Chevrolet,Female,77
NYC,Fall,GMC,Female,78
Chicago,Summer,GMC,Female,36
San Antonio,Summer,Ford,Female,30
San Antonio,Fall,GMC,Female,71
NYC,Spring,Kia,Female,29
San Diego,Winter,Honda,Male,49
Phoenix,Winter,Ford,Female,54
NYC,Fall,Ford,Female,22
Austin,Winter,Toyota,Male,22
San Diego,Winter,Jeep,Female,24
Houston,Summer,Toyota,Female,35
Phoenix,Summer,Chevrolet,Female,67
LA,Spring,Kia,Male,59
Seattle,Summer,GMC,Female,31
Chicago,Fall,Nissan,Female,36
Chicago,Summer,Ram,Female,48
San Antonio,Summer,Jeep,Female,29
Houston,Spring,Chevrolet,Male,26
San Diego,Spring,Kia,Male,26
Chicago,Fall,Toyota,Male,25
Chicago,Fall,Ford,Female,32
Phoenix,Winter,Subaru,Female,71
Phoenix,Fall,Kia,Male,51
Philladephia,Spring,Chevrolet,Male,18
Phoenix,Fall,Chevrolet,Male,36
Seattle,Fall,Kia,Male,26
San Antonio,Summer,Ford,Male,70
San Antonio,Summer,Honda,Male,45
Phoenix,Spring,GMC,Male,30
Phoenix,Summer,Hyundai,Female,47
Phoenix,Spring,Hyundai,Male,61
Columbus,Winter,Jeep,Male,29
LA,Spring,Jeep,Female,23
Phoenix,Spring,GMC,Female,65
Philladephia,Fall,Subaru,Female,21
Houston,Fall,Hyundai,Male,74
Phoenix,Fall,Hyundai,Female,22
Columbus,Spring,Ford,Female,43
Columbus,Summer,Toyota,Female,51
Phoenix,Fall,Nissan,Male,73
LA,Summer,Nissan,Male,58
Seattle,Fall,Nissan,Female,70
Columbus,Winter,Subaru,Female,66
NYC,Fall,Kia,Male,38
Houston,Spring,GMC,Female,61
San Diego,Fall,Subaru,Male,20
Philladephia,Winter,Ram,Female,44
Austin,Fall,Hyundai,Male,80
San Diego,Fall,Kia,Female,80
Phoenix,Winter,Chevrolet,Female,37
Seattle,Summer,Chevrolet,Male,49
Chicago,Summer,Chevrolet,Male,29
Philladephia,Spring,Ford,Male,66
Phoenix,Fall,Honda,Male,55
Phoenix,Fall,Nissan,Female,74
Chicago,Summer,Chevrolet,Female,48
Seattle,Spring,Chevrolet,Female,37
Columbus,Spring,Subaru,Female,39
Columbus,Summer,Ford,Male,47
San Diego,Spring,Hyundai,Female,54
LA,Spring,Honda,Female,26
Seattle,Fall,Kia,Male,45
San Diego,Winter,Nissan,Male,25
San Diego,Summer,Jeep,Male,60
Seattle,Winter,Chevrolet,Female,18
Chicago,Spring,Chevrolet,Female,80
San Antonio,Fall,GMC,Female,67
Phoenix,Fall,Chevrolet,Female,77
Seattle,Spring,Chevrolet,Female,64
Phoenix,Summer,Kia,Male,44
Chicago,Summer,Ram,Female,63
LA,Summer,Subaru,Female,55
Chicago,Fall,Jeep,Male,47
NYC,Fall,Chevrolet,Male,75
Phoenix,Spring,Hyundai,Female,38
San Antonio,Spring,Hyundai,Male,71
Austin,Winter,Ram,Female,69
Houston,Winter,Subaru,Male,38
NYC,Spring,Ram,Male,56
San Antonio,Spring,Toyota,Female,27
NYC,Summer,Nissan,Male,29
Columbus,Spring,Kia,Male,23
NYC,Fall,GMC,Female,43
NYC,Spring,Chevrolet,Female,73
San Diego,Fall,Ram,Male,48
Phoenix,Fall,Hyundai,Female,23
Philladephia,Summer,Jeep,Female,34
Philladephia,Fall,Jeep,Female,25
LA,Winter,Ram,Male,54
Austin,Fall,Nissan,Male,33
Seattle,Winter,Chevrolet,Female,18
Houston,Summer,Chevrolet,Female,22
Seattle,Fall,GMC,Female,67
Chicago,Spring,Kia,Female,50
Seattle,Spring,Honda,Male,25
Seattle,Fall,Chevrolet,Male,59
Chicago,Fall,GMC,Female,36
Austin,Summer,Jeep,Male,78
San Diego,Summer,Hyundai,Female,28
NYC,Winter,Kia,Male,21
Seattle,Summer,Toyota,Male,30
LA,Spring,Chevrolet,Male,28
Philladephia,Winter,Hyundai,Female,70
San Antonio,Winter,Ram,Female,62
Phoenix,Summer,Ford,Female,41
LA,Winter,Ford,Male,50
San Antonio,Winter,Honda,Male,51
Columbus,Spring,Hyundai,Male,68
Phoenix,Summer,Toyota,Male,25
LA,Summer,GMC,Female,57
Austin,Winter,Jeep,Female,73
Chicago,Spring,GMC,Female,22
San Diego,Summer,Nissan,Male,68
Seattle,Spring,Chevrolet,Female,25
Seattle,Summer,Chevrolet,Female,69
NYC,Summer,GMC,Male,46
Columbus,Fall,Hyundai,Female,29
Columbus,Spring,Subaru,Female,32
NYC,Summer,Subaru,Female,32
