country,content,imdb_score,Gross,Budget,genre,DataMaker
USA,R,6.14,High,Medium,Comedy,LovedIt
USA,R,8.13,High,Medium,Action,LikedIt
Germany,PG,1.97,Low,Medium,Comedy,FellAsleep
USA,R,6.31,Low,Low,Action,FellAsleep
USA,R,5.76,Medium,Low,Action,Quit
USA,PG,6.35,High,Low,Drama,LovedIt
USA,R,7.3,Low,Low,Action,Quit
USA,R,5.91,High,Low,Action,Quit
USA,R,5.17,Medium,High,Family,Quit
USA,R,8.22,Low,Medium,Comedy,LikedIt
USA,PG-13,10.32,Medium,Low,History,LikedIt
USA,R,6.83,High,Medium,Action,FellAsleep
USA,PG-13,5.83,High,High,Family,Quit
USA,R,5.9,Low,Low,Drama,Quit
USA,R,7.91,High,Low,History,LovedIt
UK,PG,6.92,Low,Medium,Drama,FellAsleep
USA,R,6.47,High,Low,Action,LovedIt
France,R,6.39,Medium,Medium,Action,Quit
USA,PG,8.94,High,Medium,Comedy,FellAsleep
USA,R,7.01,High,Medium,Comedy,Survived
USA,PG,7.85,Low,Low,History,Quit
USA,R,6.63,High,High,Family,Survived
USA,PG-13,6,High,Medium,Sci-Fi,Quit
USA,R,5.53,Medium,Medium,Action,Quit
USA,PG-13,8.44,Low,Low,History,Quit
USA,PG,9.08,High,High,Family,LikedIt
USA,PG,6.48,Medium,High,Family,Quit
USA,PG-13,9.11,High,High,Action,LikedIt
USA,R,6.93,Medium,Low,Drama,Survived
USA,R,4.31,High,Low,History,Quit
USA,R,8.38,Low,Medium,Action,LikedIt
USA,PG-13,7.11,High,High,Action,Quit
USA,R,7.17,High,Medium,Drama,Quit
USA,PG-13,4.94,Medium,Medium,Action,Quit
UK,PG-13,6.65,High,High,Family,Survived
USA,PG-13,5.36,Medium,Medium,Drama,Quit
USA,PG-13,5.54,Medium,Medium,Comedy,Quit
USA,PG,8.54,High,Medium,Comedy,FellAsleep
USA,G,5.36,Medium,Medium,Comedy,Quit
USA,G,3.78,High,High,Family,Quit
USA,PG-13,6.2,Medium,Medium,Drama,FellAsleep
USA,R,8.74,High,Medium,Comedy,LovedIt
Spain,R,6.67,High,Low,Action,FellAsleep
USA,R,8.59,Medium,Medium,Comedy,LikedIt
USA,PG,7.57,High,High,Family,LovedIt
France,PG,7.32,Low,Low,History,Quit
USA,R,6.66,High,Medium,Comedy,Quit
USA,R,8.48,Medium,Medium,Drama,LikedIt
USA,PG-13,4.02,High,Low,History,Quit
USA,R,6.68,Low,Medium,Drama,Survived
USA,PG-13,5.75,Medium,Medium,Drama,Quit
Germany,R,7.13,Low,High,Action,Survived
USA,R,7.55,Low,Low,History,Quit
USA,PG-13,3.16,Medium,Medium,Comedy,Quit
USA,G,6.5,High,High,Family,Quit
USA,R,5.93,High,Low,Action,Quit
USA,R,7.79,Low,Low,History,Survived
Canada,R,3.75,Low,Low,Drama,Quit
USA,R,6.14,High,Medium,Comedy,Survived
Czech Republic,R,9.23,Low,Medium,Drama,LikedIt
USA,PG-13,6.5,Low,Medium,Comedy,Quit
USA,PG-13,8.86,High,Medium,History,LikedIt
USA,R,9.45,Low,Medium,Comedy,LikedIt
UK,R,8.26,Low,Low,History,FellAsleep
Chile,PG-13,6.98,Medium,Medium,Comedy,FellAsleep
USA,PG,6.25,High,High,Family,Survived
USA,R,7.76,Medium,Medium,Drama,Survived
USA,R,4.75,Medium,Low,Action,Quit
USA,PG,10.33,High,High,Sci-Fi,LikedIt
USA,R,6.67,Low,Medium,Comedy,Survived
Canada,PG,8.78,Low,Low,History,Survived
USA,PG-13,6.37,High,Medium,Comedy,Quit
UK,R,9.16,Medium,Medium,Comedy,LikedIt
USA,PG,5.1,High,Medium,Comedy,FellAsleep
UK,PG-13,8.41,High,Low,History,LovedIt
Israel,R,10.98,Low,Low,History,LikedIt
USA,PG,8.48,High,Low,History,LovedIt
USA,R,6.67,Low,Medium,Action,FellAsleep
USA,R,7.52,Low,Medium,Comedy,FellAsleep
USA,PG,6.64,High,High,Drama,FellAsleep
USA,R,8.41,High,High,Action,LikedIt
UK,PG,7.19,High,Medium,Comedy,FellAsleep
USA,PG-13,7.78,High,Medium,Comedy,LovedIt
China,PG-13,7.16,Low,Low,History,FellAsleep
USA,R,6.5,Medium,Medium,Drama,FellAsleep
USA,R,8.73,Medium,Medium,Action,LikedIt
Thailand,R,5.96,Low,High,Family,Quit
USA,R,5.81,Medium,Medium,Comedy,Quit
UK,PG-13,7.97,Low,Low,History,Survived
USA,PG-13,3.33,Low,Low,Action,Quit
USA,G,8.02,High,Low,Drama,Survived
USA,R,4.21,Low,Low,History,Quit
USA,PG,6.63,Medium,Medium,Comedy,FellAsleep
USA,R,8.55,High,Low,Action,LovedIt
USA,PG-13,4.92,Medium,High,Family,Quit
USA,R,6.4,Medium,Medium,History,Quit
USA,PG-13,6.99,High,Medium,Action,FellAsleep
USA,PG-13,4.72,High,Medium,Drama,Quit
USA,R,6.07,Medium,Medium,Comedy,Quit
USA,PG-13,7.47,Medium,Low,History,Survived
USA,PG,9.54,Low,Low,History,Survived
USA,R,9.32,Low,Low,History,LikedIt
USA,R,7.48,Medium,Medium,Action,FellAsleep
USA,PG-13,7.77,Low,Low,History,Survived
USA,PG,6.12,Medium,Medium,Comedy,FellAsleep
USA,R,7.05,High,High,Family,Survived
USA,PG,7.12,Medium,Medium,History,Quit
France,PG-13,6.96,Low,Medium,Action,Quit
USA,R,8.75,High,Medium,Action,Quit
USA,PG-13,9.41,Low,Low,History,LikedIt
USA,PG-13,5.15,High,High,Family,Quit
USA,R,5.54,Medium,High,Family,Quit
UK,R,6.02,Medium,High,Family,Quit
UK,R,7.75,High,Low,Action,LovedIt
UK,PG,7.13,Low,Medium,Drama,LikedIt
USA,PG-13,7.1,High,Low,History,LovedIt
USA,R,7.09,High,Low,Action,LovedIt
UK,PG-13,9.2,Medium,Medium,Comedy,LikedIt
USA,PG-13,6.34,High,High,Action,LovedIt
USA,PG-13,6.36,High,Medium,Drama,LovedIt
France,R,8.85,Medium,Low,Action,LikedIt
USA,PG-13,5,High,Medium,Comedy,Quit
Germany,R,6.21,High,Medium,Comedy,LovedIt
USA,PG-13,6.79,High,High,Action,LovedIt
USA,G,6.23,Medium,Medium,Comedy,LovedIt
USA,PG-13,5.91,High,High,Family,Quit
UK,R,7.06,Low,Low,History,FellAsleep
USA,PG-13,9.66,Low,Low,History,LikedIt
Canada,R,7.74,High,Medium,Drama,LovedIt
USA,R,8.42,Medium,Medium,Comedy,Quit
USA,G,6.63,High,High,Family,LovedIt
USA,R,10.03,Low,Medium,Comedy,LikedIt
UK,R,8.42,Low,Low,History,Survived
USA,PG-13,5.6,High,Medium,Comedy,Quit
USA,PG-13,9.81,Low,Low,History,LikedIt
USA,PG,6.36,High,Medium,Comedy,FellAsleep
USA,PG,4.85,Medium,Medium,Comedy,FellAsleep
Australia,R,7.45,Low,Low,Action,Survived
Denmark,R,8.15,High,Medium,Comedy,LovedIt
USA,PG-13,6.81,High,Medium,Drama,LovedIt
USA,R,5.79,High,High,Family,Quit
USA,R,8.71,High,Low,History,FellAsleep
USA,R,8.76,Low,Medium,History,LikedIt
USA,R,6.95,High,High,History,Survived
Germany,PG-13,6.6,Medium,Medium,Comedy,FellAsleep
USA,PG-13,7.36,High,Medium,Comedy,Survived
USA,PG-13,6.15,High,Medium,Comedy,Survived
USA,R,7.11,High,Low,History,LovedIt
USA,PG-13,5.28,Medium,High,Family,Quit
USA,R,9.16,High,High,History,LikedIt
USA,PG-13,5.71,High,High,Family,Quit
USA,PG,7.48,High,Low,History,Quit
USA,PG-13,8.31,Medium,Low,History,Survived
USA,PG,4.99,High,High,Family,Quit
USA,R,4.27,Medium,Medium,Comedy,Quit
USA,PG-13,6.49,High,High,Family,Survived
USA,PG-13,5.4,Low,Low,History,Quit
USA,PG-13,8.61,Low,Low,Comedy,Survived
UK,PG,6.64,Low,Low,Drama,Quit
USA,R,8.85,High,Medium,Action,LovedIt
USA,PG-13,6.23,High,High,Drama,LikedIt
USA,R,5.94,High,Medium,Drama,Quit
USA,PG-13,4.69,High,Medium,Action,Quit
USA,R,5.03,Low,Low,Action,Quit
USA,R,6.39,Medium,Medium,Action,FellAsleep
USA,G,6.64,Medium,Medium,Comedy,FellAsleep
USA,PG,6.52,High,High,Family,LovedIt
UK,PG-13,9.13,High,High,Family,LikedIt
USA,PG-13,3.99,Medium,Medium,Action,LovedIt
Canada,R,7.1,Low,Medium,Drama,Survived
USA,R,8.25,Medium,Low,History,Survived
Ireland,R,8.01,High,Low,Comedy,LovedIt
USA,PG-13,6.15,High,High,Drama,LovedIt
USA,PG,6.17,High,Low,History,LovedIt
USA,R,5.48,High,High,Family,Quit
USA,PG,5.85,Medium,Medium,Comedy,FellAsleep
Hong Kong,PG-13,7.12,Medium,Low,History,FellAsleep
USA,PG-13,4.81,High,High,Family,Quit
Germany,R,9.39,High,High,Action,LikedIt
USA,R,5.5,Low,Low,History,Quit
USA,PG,6.81,Medium,Medium,Comedy,FellAsleep
UK,PG-13,6.71,Medium,Medium,Drama,Quit
France,G,8.12,High,Medium,Comedy,LovedIt
USA,PG-13,5.92,Medium,High,Family,Quit
USA,R,7.7,Low,Low,History,FellAsleep
USA,PG-13,7.24,High,Low,History,LovedIt
USA,PG-13,3.91,Medium,Medium,Action,Quit
Canada,PG,5.25,High,Medium,History,Quit
UK,R,6.98,High,Medium,Drama,LovedIt
USA,PG-13,6.11,Low,Medium,Action,FellAsleep
USA,R,6.8,Low,Low,Drama,Survived
USA,PG-13,6.62,Medium,High,Family,Quit
USA,PG-13,7.17,Low,Low,Drama,Survived
USA,R,6.56,High,Medium,Comedy,FellAsleep
USA,PG-13,8.83,High,High,Drama,LikedIt
USA,R,6.07,Medium,Low,History,Survived
USA,PG-13,5.7,Medium,Medium,Comedy,Quit
USA,PG-13,5.57,High,High,Family,Quit
Japan,G,5.72,High,Medium,Comedy,Quit
USA,PG-13,3.36,Medium,Medium,Comedy,Quit
USA,PG-13,5.73,Medium,Medium,Comedy,Quit
UK,PG-13,8.66,High,High,Action,LikedIt
USA,R,7.24,Medium,Low,Action,Survived
New Zealand,PG-13,7.62,High,High,Sci-Fi,LovedIt
USA,R,5.86,Low,Low,Drama,Quit
USA,PG,5.96,Medium,Medium,Sci-Fi,Quit
USA,PG,9.18,Medium,Medium,Drama,LikedIt
USA,R,4.51,Medium,Low,Drama,Quit
Peru,R,5.43,Medium,Medium,Drama,Quit
Germany,R,7.18,High,Medium,Drama,LovedIt
Libya,PG,8.54,Low,Medium,History,FellAsleep
USA,G,6.41,High,Medium,Comedy,LovedIt
USA,PG-13,8.35,High,Medium,Comedy,LikedIt
UK,R,6.64,Low,Medium,Comedy,FellAsleep
USA,R,9.08,High,Medium,Action,FellAsleep
USA,R,5.15,Medium,High,Family,Quit
USA,G,9.25,High,Medium,Comedy,LikedIt
Kyrgyzstan,PG-13,9.71,High,Low,History,LovedIt
Germany,R,6.61,High,Medium,Comedy,LovedIt
USA,PG-13,4.08,Low,Medium,Action,Quit
USA,PG-13,8.02,High,Medium,Drama,LikedIt
USA,PG,5.46,High,Medium,Comedy,FellAsleep
USA,PG-13,6.48,High,High,Family,Quit
USA,PG,6.51,High,High,Family,FellAsleep
Romania,R,4.95,High,Medium,Sci-Fi,Quit
USA,PG-13,7.26,High,High,History,Survived
USA,R,5.64,Low,Low,Drama,Quit
USA,R,7.98,Low,Low,History,Survived
USA,PG,5.91,High,High,Family,Quit
USA,R,7.34,Low,Low,Drama,FellAsleep
USA,R,6.44,High,Medium,Action,LovedIt
Canada,PG-13,4.52,Low,Medium,Comedy,Quit
USA,PG-13,7.01,High,Medium,Drama,LovedIt
USA,PG,5.13,High,Medium,Comedy,FellAsleep
China,R,5.53,Low,High,Family,Quit
Argentina,R,8.06,Low,Low,Action,FellAsleep
UK,R,9.25,Medium,Medium,Action,LikedIt
USA,PG,5.16,Low,Medium,Comedy,FellAsleep
USA,PG-13,5.29,High,High,Family,Quit
USA,PG-13,10.35,Medium,Medium,Comedy,LikedIt
USA,R,3.69,Low,Low,Drama,Quit
USA,PG-13,4.26,High,Low,Action,Quit
Canada,R,7.83,Low,Low,History,Survived
Australia,R,6.15,High,High,Family,LovedIt
USA,PG-13,3.83,Medium,Medium,Action,Quit
USA,PG,7,Medium,Medium,Comedy,FellAsleep
USA,R,7.29,Medium,Medium,Comedy,Quit
USA,PG-13,6.09,High,Medium,Drama,LovedIt
UK,PG,8.04,Medium,Low,History,LikedIt
USA,G,7.87,Low,Medium,Comedy,Quit
USA,R,7.12,High,Medium,Comedy,Quit
USA,R,6.66,Low,Medium,Action,Survived
Ireland,R,8.51,Low,Low,Action,LikedIt
USA,PG-13,5.92,High,Medium,Drama,Quit
USA,R,7.01,Low,Low,History,FellAsleep
Hong Kong,R,7.97,Medium,Medium,Comedy,FellAsleep
USA,PG,6.36,High,Medium,Comedy,FellAsleep
USA,PG-13,5.72,High,Medium,Comedy,Quit
USA,PG-13,6.43,Medium,Medium,Comedy,FellAsleep
USA,PG-13,8.25,High,High,Action,LikedIt
USA,R,6.57,High,Low,Comedy,Quit
USA,R,6.72,Low,Low,History,Quit
USA,R,2.94,Low,Medium,Comedy,Quit
USA,PG,6.19,High,High,Family,Survived
USA,PG-13,4.53,High,Medium,Action,Quit
USA,PG-13,6.72,Medium,Medium,Comedy,Survived
USA,PG-13,6.51,Low,Low,History,FellAsleep
USA,R,7.22,High,Medium,Drama,Survived
Canada,R,6.61,High,Low,Action,LovedIt
USA,R,8.81,Medium,High,Action,LikedIt
USA,R,2.34,Low,Low,Drama,Quit
USA,R,6.31,High,Medium,Drama,Survived
USA,PG-13,6.47,High,High,Drama,LovedIt
USA,PG-13,6.89,High,Medium,Comedy,LovedIt
USA,PG-13,6.2,High,Medium,Drama,LovedIt
USA,R,6.92,High,Medium,Comedy,LovedIt
USA,PG-13,6.92,High,High,Action,FellAsleep
UK,PG-13,5.51,High,High,Family,Quit
USA,PG,6.81,Low,Low,History,Quit
USA,PG-13,7.72,High,Low,History,LovedIt
USA,PG-13,6.34,High,Medium,Comedy,FellAsleep
USA,G,3.43,Low,Low,History,Quit
USA,PG,6.04,High,Medium,Comedy,FellAsleep
USA,PG,4.82,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.78,High,High,Family,Quit
USA,PG-13,8.73,Medium,High,History,LikedIt
USA,R,5.73,Low,Low,Drama,Quit
USA,PG,5.9,High,High,Family,Quit
USA,PG-13,6.37,High,High,Family,Survived
USA,PG,6.42,High,High,Family,LovedIt
USA,R,4.95,Low,Medium,Comedy,Quit
USA,R,7.88,Medium,Medium,Action,FellAsleep
USA,PG-13,8.86,High,Low,History,LikedIt
Hong Kong,PG,6.33,Medium,Medium,Comedy,FellAsleep
USA,R,8.2,High,Low,History,LovedIt
USA,PG-13,6.9,High,Medium,Drama,FellAsleep
USA,PG,6.28,High,High,Family,Quit
UK,PG-13,7.76,Low,Low,History,Quit
France,PG-13,6.16,High,Medium,Comedy,Survived
UK,PG-13,9.71,High,High,Sci-Fi,LikedIt
USA,R,8.13,High,Low,History,LovedIt
USA,R,6.08,Low,Medium,Comedy,Survived
USA,PG-13,7.68,High,Medium,History,Quit
France,PG-13,5.82,High,Medium,Comedy,Quit
USA,PG,6.47,High,High,Family,Survived
USA,PG,8.48,High,Medium,Sci-Fi,LovedIt
USA,R,6.95,Medium,Medium,Comedy,Quit
USA,R,5.38,High,Medium,Drama,Quit
USA,PG-13,6.13,Medium,Low,History,Quit
USA,R,8.48,Low,Low,History,LikedIt
USA,PG-13,5.39,High,High,Family,Quit
UK,R,7.15,Medium,Medium,Comedy,FellAsleep
USA,G,5.85,Low,Medium,Sci-Fi,Quit
USA,PG-13,8.02,Medium,Low,History,Quit
USA,PG-13,6.4,High,High,Action,Survived
USA,PG-13,4.93,Medium,Medium,Action,Quit
USA,R,8.48,High,Low,History,FellAsleep
UK,R,8.75,High,Low,History,FellAsleep
USA,PG,6.31,High,Low,Action,LovedIt
Germany,PG-13,7.61,Medium,Medium,Comedy,Quit
USA,PG-13,6.28,Low,High,Drama,FellAsleep
USA,PG-13,6.14,High,High,Family,Quit
USA,PG,9.42,High,High,Family,LikedIt
USA,R,5.76,Medium,Medium,Comedy,Quit
UK,PG-13,7.19,Medium,Medium,Drama,Survived
USA,PG,5.89,High,Medium,Comedy,FellAsleep
USA,R,6.57,High,Low,Drama,LovedIt
USA,R,5.15,Medium,Medium,Comedy,Quit
USA,PG-13,6.51,Medium,Medium,Drama,FellAsleep
USA,R,7.94,Medium,Medium,Comedy,FellAsleep
USA,R,7.78,High,Medium,Comedy,LovedIt
USA,PG-13,5.31,Medium,High,Family,Quit
USA,PG,6.05,High,Medium,Comedy,FellAsleep
USA,PG,7.44,Low,Low,History,Survived
UK,R,9.14,High,Low,History,LikedIt
USA,G,7.01,Low,Medium,Comedy,Survived
USA,PG,6.77,High,High,Family,FellAsleep
USA,PG-13,5.38,Low,Low,History,Quit
USA,R,6.17,High,Medium,Action,Quit
USA,R,6.63,High,Medium,Comedy,LovedIt
USA,R,7.94,High,Medium,History,Survived
USA,PG-13,6.96,High,High,Family,Quit
USA,PG-13,5.61,High,High,Family,Quit
USA,PG-13,6.05,Medium,Medium,Drama,Quit
USA,G,5.98,Medium,Medium,Comedy,Quit
India,PG-13,8.16,High,Medium,Comedy,LovedIt
UK,PG,4.87,Low,Medium,Comedy,FellAsleep
USA,R,5.94,Low,Low,Drama,Quit
USA,PG,9.68,High,Medium,History,LikedIt
USA,PG-13,7.63,High,Medium,Comedy,Survived
USA,PG,6.26,High,Medium,Comedy,FellAsleep
USA,PG-13,5.63,High,High,Family,Quit
UK,R,7.55,High,Low,Action,LovedIt
USA,R,5.4,High,Medium,Comedy,Quit
USA,PG-13,7.97,Low,Medium,Comedy,FellAsleep
USA,R,6.86,Medium,Medium,Drama,Quit
USA,PG,5.99,Low,Medium,Comedy,FellAsleep
USA,R,5.16,Medium,Medium,Comedy,Quit
Germany,PG-13,6.88,High,High,Sci-Fi,FellAsleep
Russia,R,5.73,Low,Medium,Comedy,Quit
USA,PG-13,5.19,High,Medium,Comedy,Quit
USA,PG,8.17,High,High,Family,LikedIt
USA,PG,6,High,High,Family,LovedIt
USA,PG,8.17,High,Low,History,FellAsleep
USA,PG,4.47,High,Medium,Comedy,FellAsleep
USA,R,9.36,Low,Medium,Comedy,Survived
South Africa,PG-13,6.53,Medium,Medium,Drama,Survived
USA,R,6.38,High,High,Action,LovedIt
USA,R,7.71,High,Medium,History,LovedIt
France,R,8.34,High,Low,History,LovedIt
UK,R,7.79,Medium,Medium,Drama,FellAsleep
USA,R,5.55,Medium,Medium,Comedy,Quit
USA,R,6.23,Low,Low,History,FellAsleep
USA,PG,7.04,Low,Low,Drama,FellAsleep
USA,PG-13,5.67,Medium,High,Family,Quit
USA,PG-13,7.23,High,High,Drama,Survived
USA,R,6.67,High,Low,Drama,LovedIt
USA,PG,8.88,High,Medium,Sci-Fi,FellAsleep
USA,PG,7.3,High,Medium,Comedy,FellAsleep
Australia,R,6.51,High,Medium,Drama,LovedIt
USA,R,6.52,Medium,Medium,Action,Survived
China,R,6.71,Low,High,Family,Survived
Australia,R,6.64,Medium,Medium,Action,FellAsleep
UK,R,7.62,Low,Low,History,Quit
USA,PG-13,4.41,Medium,Medium,Comedy,Quit
USA,R,7.73,Low,Low,Action,FellAsleep
USA,R,7.02,High,Medium,Comedy,Quit
USA,PG,8.2,High,High,Family,LikedIt
USA,R,9.99,High,Low,Action,LikedIt
USA,R,4.6,Medium,Medium,Drama,Quit
USA,PG,8.64,High,High,Sci-Fi,LikedIt
USA,R,6.75,Medium,Medium,Action,Survived
USA,PG-13,8.27,High,High,Action,LikedIt
Germany,R,5.78,High,Medium,Drama,Quit
USA,R,7.38,High,Medium,Comedy,Quit
UK,R,6.23,High,Medium,Drama,LovedIt
USA,PG-13,8.93,High,High,Family,LikedIt
USA,R,5.26,Low,Low,History,Quit
USA,PG-13,6.76,Low,Low,Comedy,LovedIt
Canada,R,4.96,Medium,Medium,Comedy,Quit
USA,PG,7.93,Low,Low,Action,FellAsleep
USA,PG-13,5.36,Medium,Low,Action,Quit
USA,PG-13,6.58,Low,Medium,Drama,FellAsleep
USA,PG-13,5.47,High,Medium,Comedy,LovedIt
USA,R,7.08,Medium,Medium,Action,Survived
USA,PG-13,5.61,High,Medium,Drama,Quit
USA,R,8.29,Medium,Low,Action,LikedIt
USA,PG-13,7.83,Medium,Low,History,FellAsleep
USA,PG,7.03,High,Medium,Comedy,FellAsleep
USA,PG,3.85,Low,Medium,Comedy,FellAsleep
USA,PG,6.28,High,High,Family,Survived
USA,PG-13,5.37,Medium,High,Family,Quit
USA,PG-13,6.09,Low,Low,History,FellAsleep
USA,PG-13,6.34,High,Medium,Comedy,LovedIt
USA,PG-13,6.62,High,High,Family,LovedIt
USA,PG-13,4.98,High,High,Family,Quit
USA,PG,5.53,High,Low,Drama,Quit
USA,PG-13,7.35,High,High,History,LovedIt
USA,PG-13,7.13,High,Medium,Comedy,LovedIt
USA,PG-13,7.64,High,High,Comedy,Survived
USA,R,6.66,Low,Medium,Comedy,FellAsleep
USA,R,8.9,High,High,History,LikedIt
USA,PG,7.17,High,Medium,Action,LovedIt
USA,PG-13,7.59,High,High,Action,FellAsleep
USA,PG-13,5.92,Medium,Medium,Comedy,Quit
USA,PG-13,7.06,High,Medium,Comedy,Quit
Soviet Union,PG,9.14,Low,Low,History,Quit
USA,R,7.23,High,Low,Action,LovedIt
USA,PG-13,5.84,High,High,Family,Quit
USA,R,9.79,High,Medium,Comedy,LikedIt
UK,R,7.88,Low,Low,History,Survived
France,R,10.25,Low,Low,History,LikedIt
USA,R,7.72,Medium,Low,History,Survived
Germany,PG-13,8.69,Medium,Medium,Action,LikedIt
USA,R,5.52,Low,Low,Action,Quit
USA,R,6.36,Low,Low,History,FellAsleep
USA,PG,3.47,Medium,High,Family,Quit
UK,R,9.75,Medium,Medium,Drama,LikedIt
USA,PG,7.5,Medium,Medium,Comedy,FellAsleep
USA,PG,8,High,High,Family,LikedIt
USA,R,6.26,Medium,Low,Action,FellAsleep
USA,R,9.37,Low,Low,Comedy,LikedIt
Germany,PG,6.27,High,High,Family,FellAsleep
UK,G,5.42,High,High,Family,Quit
Mexico,PG-13,8.7,Low,Low,History,Survived
USA,R,7.3,Medium,Medium,Comedy,FellAsleep
Spain,R,6.63,Low,High,Family,FellAsleep
USA,PG-13,4.39,High,Medium,Comedy,Quit
USA,R,6.71,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.32,High,High,Action,Quit
UK,R,8.33,Low,Medium,Drama,LikedIt
USA,R,9.65,Medium,Medium,History,LikedIt
USA,PG-13,6.89,High,Medium,Comedy,LovedIt
France,R,6.39,Low,Medium,Action,Survived
USA,R,9.64,Medium,Low,History,LikedIt
UK,R,8.87,Low,Low,Drama,LikedIt
USA,PG,5.54,Medium,Medium,Comedy,FellAsleep
USA,R,6.43,High,Medium,Comedy,LovedIt
Germany,R,9.88,Medium,Medium,Action,LikedIt
USA,R,7.6,High,Low,Drama,LovedIt
USA,R,6,High,High,Family,LovedIt
USA,R,6.83,High,Medium,Comedy,LovedIt
UK,PG-13,6.34,Medium,Medium,History,Survived
USA,PG-13,6.66,High,High,Family,LovedIt
USA,PG-13,5.49,High,High,Family,Quit
UK,R,5.93,Medium,High,Comedy,Quit
USA,PG-13,6.6,High,High,Action,Survived
UK,PG,6.4,Medium,Medium,Comedy,FellAsleep
USA,PG,3.07,Medium,High,Family,Quit
USA,PG-13,5.29,High,High,Family,Quit
USA,PG-13,4.75,Medium,Medium,Comedy,Quit
USA,R,6.14,Low,Low,Action,Survived
USA,PG-13,5.25,Medium,Low,Drama,Quit
USA,R,7.75,Low,Low,History,Quit
USA,R,7.2,Low,Medium,Action,Quit
USA,PG-13,6.85,High,Medium,Comedy,LovedIt
USA,PG-13,6.7,Medium,High,Action,FellAsleep
USA,PG,5.55,Medium,High,Family,Quit
USA,R,7.35,High,Medium,Comedy,LovedIt
USA,R,5.93,Low,Medium,Action,Quit
USA,R,6.04,Low,Medium,Comedy,FellAsleep
Czech Republic,R,7.47,Low,High,Drama,Survived
France,R,6.75,High,Medium,Comedy,LovedIt
USA,PG-13,5.01,High,High,Family,Quit
USA,R,5.41,Low,Low,Drama,Quit
USA,R,7.37,High,Medium,Comedy,LovedIt
USA,PG,5.89,High,High,Family,Quit
USA,R,6.58,High,Medium,Drama,Quit
USA,R,8.29,Low,Low,History,Quit
New Zealand,R,8.53,High,Low,History,LovedIt
USA,PG,8.96,High,Low,History,Quit
USA,PG,5.46,High,High,Family,Quit
USA,PG-13,5.09,Medium,Medium,Comedy,Quit
USA,PG,8.01,Low,Low,Drama,FellAsleep
USA,R,8.27,Low,Low,History,FellAsleep
Ireland,R,8.06,Low,Low,Drama,Quit
Japan,PG,5.3,Medium,High,Family,Quit
UK,PG,7.13,Low,Medium,Comedy,FellAsleep
USA,R,7.05,Medium,Low,Action,Quit
USA,PG-13,7.43,Low,Medium,Drama,Quit
USA,R,6.73,Medium,Medium,History,FellAsleep
USA,PG-13,4.65,Medium,High,Family,Quit
USA,PG-13,6.58,High,High,Sci-Fi,Survived
USA,PG-13,9.53,High,High,Family,LikedIt
USA,PG,6.39,High,Medium,Comedy,FellAsleep
USA,PG,6.63,Low,Low,History,Survived
USA,PG,5.94,Medium,Medium,Comedy,FellAsleep
USA,R,8.32,High,Medium,History,Survived
USA,PG-13,5.36,Medium,Low,Action,Quit
USA,PG-13,8.6,High,High,Action,LikedIt
USA,PG-13,7.2,High,High,Action,Survived
USA,PG-13,8.95,Medium,Medium,Comedy,LikedIt
South Korea,R,6.64,Low,Low,History,FellAsleep
USA,PG-13,7.11,High,High,Drama,LovedIt
USA,PG-13,4.81,Low,Low,History,FellAsleep
France,PG-13,8.08,Low,Low,Drama,FellAsleep
UK,R,8.16,Low,Low,History,FellAsleep
USA,PG-13,6.24,High,Medium,Comedy,Survived
UK,PG,11.05,Low,Low,History,LovedIt
USA,PG-13,6.1,High,High,Family,Survived
USA,R,5.66,Medium,High,Family,Quit
USA,PG-13,4.2,Low,Low,Drama,Quit
USA,PG,9.9,High,Low,History,LikedIt
USA,R,7.46,Low,Low,History,FellAsleep
USA,R,5.53,Medium,Medium,Comedy,Quit
USA,R,8.57,Low,Low,History,Quit
USA,PG,4.57,High,Medium,Comedy,FellAsleep
USA,G,6.42,Medium,Medium,Sci-Fi,Survived
UK,R,5.45,Medium,High,Family,Quit
USA,G,7.4,Medium,Medium,Comedy,Quit
UK,PG-13,7.18,High,High,Family,Survived
USA,PG-13,6.3,High,Medium,Comedy,Quit
USA,R,6.33,Low,Low,Drama,Survived
USA,PG-13,9.04,Low,Low,History,LikedIt
USA,PG-13,6.38,High,Low,Action,LovedIt
Germany,R,7.82,High,Medium,Comedy,FellAsleep
USA,G,8.17,High,Low,Drama,LovedIt
USA,R,5.59,Medium,High,Action,LikedIt
Canada,R,8.27,Low,Medium,Action,LikedIt
USA,PG,8.65,High,High,Family,LikedIt
USA,R,8.08,High,Medium,Comedy,LovedIt
USA,PG-13,4.75,Medium,High,Family,Quit
USA,PG-13,6.47,High,High,Family,LovedIt
USA,PG-13,8.32,High,High,Family,Survived
USA,PG,4.48,Low,Medium,Comedy,FellAsleep
Canada,PG-13,9.87,Low,Medium,History,FellAsleep
USA,R,5.81,High,Medium,Comedy,Quit
Germany,PG-13,7.34,Low,Medium,History,Survived
Italy,G,7.32,High,Medium,Comedy,LovedIt
UK,R,8.46,Low,Low,Drama,LikedIt
USA,PG-13,4.56,Medium,Medium,Comedy,Quit
USA,R,6.78,High,Low,Drama,Survived
USA,PG,6.72,High,High,Family,LikedIt
