Studentid,Attendance,Major,Questions,Score,Seniority,Texting
42570,49,Communication,Rarely,80,Senior,Rarely
42571,12,Communication,Rarely,63,Senior,Rarely
42572,63,Communication,Always,79,Junior,Rarely
42573,48,Polsci,Always,40,Sophomore,Always
42574,0,Stat,Always,79,Junior,Always
42575,98,Stat,Always,78,Freshman,Rarely
42576,71,Cs,Always,37,Sophomore,Rarely
42577,83,Communication,Always,81,Junior,Always
42578,19,Cs,Always,38,Sophomore,Rarely
42579,83,Stat,Rarely,46,Senior,Always
42580,80,Polsci,Always,96,Freshman,Rarely
42581,57,Cs,Rarely,24,Senior,Rarely
42582,33,Communication,Rarely,39,Senior,Rarely
42583,28,Polsci,Rarely,37,Sophomore,Always
42584,49,Communication,Rarely,99,Sophomore,Always
42585,51,Communication,Rarely,65,Junior,Always
42586,99,Stat,Always,4,Sophomore,Always
42587,99,Communication,Rarely,25,Sophomore,Always
42588,52,Cs,Always,1,Freshman,Always
42589,10,Cs,Rarely,37,Senior,Rarely
42590,23,Polsci,Rarely,7,Freshman,Always
42591,62,Cs,Always,74,Freshman,Always
42592,40,Cs,Rarely,24,Senior,Always
42593,46,Communication,Always,81,Senior,Rarely
42594,7,Cs,Rarely,18,Senior,Rarely
42595,17,Stat,Rarely,82,Freshman,Rarely
42596,16,Cs,Rarely,52,Senior,Rarely
42597,18,Communication,Rarely,90,Freshman,Always
42598,21,Communication,Rarely,91,Freshman,Rarely
42599,26,Communication,Always,33,Senior,Rarely
42600,43,Stat,Always,96,Sophomore,Rarely
42601,16,Stat,Rarely,84,Senior,Always
42602,50,Cs,Rarely,21,Sophomore,Rarely
42603,100,Cs,Always,79,Sophomore,Always
42604,39,Communication,Rarely,12,Senior,Always
42605,2,Stat,Always,32,Sophomore,Rarely
42606,59,Stat,Rarely,27,Junior,Rarely
42607,12,Communication,Always,45,Senior,Always
42608,97,Stat,Always,7,Senior,Rarely
42609,52,Stat,Always,86,Junior,Rarely
42610,35,Cs,Rarely,38,Sophomore,Rarely
42611,69,Stat,Rarely,54,Junior,Rarely
42612,71,Communication,Rarely,35,Senior,Rarely
42613,65,Cs,Rarely,40,Freshman,Rarely
42614,3,Stat,Rarely,80,Sophomore,Always
42615,83,Polsci,Always,22,Junior,Rarely
42616,92,Polsci,Always,77,Junior,Always
42617,34,Cs,Rarely,41,Freshman,Rarely
42618,0,Communication,Rarely,45,Sophomore,Always
42619,83,Polsci,Rarely,77,Freshman,Always
42620,60,Communication,Always,85,Senior,Rarely
42621,31,Cs,Always,25,Senior,Rarely
42622,73,Stat,Rarely,91,Sophomore,Rarely
42623,4,Cs,Rarely,98,Freshman,Always
42624,47,Stat,Always,36,Senior,Always
42625,82,Stat,Rarely,14,Senior,Rarely
42626,11,Stat,Rarely,34,Junior,Always
42627,35,Cs,Rarely,15,Senior,Rarely
42628,77,Stat,Always,28,Sophomore,Rarely
42629,3,Communication,Rarely,86,Sophomore,Rarely
42630,32,Stat,Always,79,Freshman,Rarely
42631,23,Polsci,Always,98,Sophomore,Rarely
42632,93,Cs,Always,52,Junior,Always
42633,45,Polsci,Rarely,88,Sophomore,Always
42634,2,Polsci,Rarely,42,Freshman,Always
42635,54,Cs,Always,61,Senior,Rarely
42636,80,Stat,Rarely,7,Senior,Rarely
42637,81,Communication,Rarely,89,Senior,Always
42638,22,Stat,Always,87,Senior,Rarely
42639,33,Polsci,Rarely,68,Junior,Rarely
42640,58,Cs,Always,87,Senior,Rarely
42641,22,Stat,Rarely,57,Sophomore,Rarely
42642,12,Polsci,Rarely,20,Freshman,Rarely
42643,82,Polsci,Rarely,52,Freshman,Always
42644,5,Polsci,Rarely,86,Senior,Rarely
42645,13,Cs,Rarely,77,Sophomore,Rarely
42646,7,Communication,Always,68,Junior,Always
42647,9,Stat,Rarely,65,Junior,Always
42648,100,Polsci,Rarely,35,Senior,Rarely
42649,25,Stat,Rarely,70,Sophomore,Rarely
42650,15,Cs,Rarely,80,Junior,Always
42651,29,Polsci,Always,89,Sophomore,Always
42652,18,Communication,Rarely,23,Senior,Rarely
42653,3,Cs,Rarely,36,Sophomore,Always
42654,79,Stat,Rarely,72,Sophomore,Always
42655,90,Cs,Rarely,81,Junior,Always
42656,77,Cs,Rarely,86,Senior,Rarely
42657,79,Stat,Always,16,Junior,Always
42658,71,Communication,Rarely,71,Sophomore,Rarely
42659,33,Stat,Always,83,Junior,Rarely
42660,55,Stat,Always,7,Sophomore,Rarely
42661,2,Polsci,Always,47,Senior,Rarely
42662,19,Polsci,Always,94,Freshman,Rarely
42663,77,Cs,Rarely,94,Sophomore,Rarely
42664,57,Cs,Always,2,Senior,Rarely
42665,38,Communication,Rarely,79,Junior,Always
42666,53,Polsci,Rarely,76,Freshman,Rarely
42667,65,Cs,Always,63,Freshman,Rarely
42668,14,Communication,Rarely,67,Junior,Always
42669,88,Stat,Rarely,25,Sophomore,Always
42670,40,Polsci,Rarely,43,Freshman,Always
42671,72,Polsci,Rarely,70,Freshman,Always
42672,31,Communication,Rarely,100,Senior,Rarely
42673,38,Communication,Always,21,Freshman,Rarely
42674,88,Communication,Always,77,Senior,Always
42675,7,Polsci,Always,69,Senior,Rarely
42676,51,Polsci,Always,9,Senior,Always
42677,19,Communication,Always,81,Junior,Rarely
42678,93,Polsci,Rarely,38,Sophomore,Always
42679,2,Cs,Always,43,Freshman,Always
42680,66,Stat,Rarely,57,Freshman,Rarely
42681,57,Cs,Rarely,74,Senior,Always
42682,23,Communication,Always,15,Freshman,Always
42683,9,Cs,Always,47,Freshman,Rarely
42684,14,Stat,Rarely,73,Senior,Rarely
42685,93,Cs,Rarely,33,Freshman,Rarely
42686,11,Stat,Always,90,Freshman,Rarely
42687,64,Stat,Always,72,Junior,Rarely
42688,21,Communication,Always,79,Senior,Rarely
42689,34,Cs,Rarely,78,Freshman,Rarely
42690,41,Cs,Always,84,Junior,Always
42691,22,Stat,Always,66,Sophomore,Always
42692,11,Cs,Always,45,Senior,Rarely
42693,95,Stat,Always,61,Senior,Rarely
42694,10,Stat,Rarely,56,Senior,Always
42695,65,Polsci,Rarely,32,Freshman,Rarely
42696,34,Cs,Rarely,95,Freshman,Always
42697,60,Cs,Always,43,Freshman,Rarely
42698,54,Polsci,Always,86,Senior,Rarely
42699,7,Polsci,Always,35,Junior,Rarely
42700,79,Stat,Always,95,Freshman,Rarely
42701,68,Communication,Rarely,3,Junior,Always
42702,85,Cs,Rarely,44,Freshman,Rarely
42703,62,Stat,Rarely,28,Senior,Always
42704,18,Stat,Always,75,Junior,Rarely
42705,39,Stat,Always,12,Junior,Rarely
42706,95,Communication,Always,66,Freshman,Always
42707,23,Cs,Rarely,85,Junior,Rarely
42708,12,Stat,Rarely,89,Senior,Rarely
42709,41,Polsci,Rarely,81,Junior,Rarely
42710,67,Communication,Always,7,Freshman,Rarely
42711,74,Polsci,Rarely,68,Freshman,Always
42712,84,Cs,Always,100,Junior,Always
42713,69,Stat,Rarely,86,Sophomore,Rarely
42714,28,Cs,Rarely,60,Freshman,Rarely
42715,28,Cs,Rarely,90,Sophomore,Rarely
42716,56,Stat,Always,71,Sophomore,Always
42717,60,Stat,Always,58,Sophomore,Always
42718,5,Polsci,Always,24,Senior,Rarely
42719,96,Stat,Always,90,Senior,Rarely
42720,89,Polsci,Rarely,6,Junior,Always
42721,52,Cs,Always,54,Junior,Always
42722,18,Stat,Rarely,65,Senior,Always
42723,35,Communication,Always,99,Sophomore,Always
42724,81,Polsci,Rarely,19,Freshman,Always
42725,11,Stat,Rarely,91,Senior,Always
42726,31,Stat,Rarely,51,Junior,Rarely
42727,89,Communication,Always,32,Freshman,Rarely
42728,70,Communication,Rarely,64,Senior,Always
42729,99,Stat,Always,100,Senior,Always
42730,0,Stat,Rarely,5,Sophomore,Rarely
42731,67,Stat,Always,94,Junior,Rarely
42732,40,Polsci,Rarely,21,Junior,Rarely
42733,86,Communication,Rarely,3,Sophomore,Always
42734,84,Cs,Rarely,99,Junior,Always
42735,21,Stat,Always,49,Freshman,Always
42736,49,Communication,Rarely,67,Senior,Rarely
42737,40,Stat,Always,88,Junior,Always
42738,95,Cs,Always,27,Senior,Rarely
42739,52,Polsci,Rarely,54,Freshman,Rarely
42740,29,Stat,Rarely,3,Freshman,Always
42741,29,Communication,Rarely,4,Freshman,Always
42742,98,Cs,Always,69,Senior,Always
42743,32,Cs,Always,34,Freshman,Rarely
42744,54,Polsci,Always,91,Freshman,Rarely
42745,82,Cs,Always,98,Junior,Rarely
42746,32,Communication,Always,79,Sophomore,Rarely
42747,41,Cs,Always,84,Senior,Rarely
42748,16,Cs,Rarely,49,Freshman,Rarely
42749,26,Stat,Rarely,28,Sophomore,Always
42750,72,Stat,Always,83,Junior,Rarely
42751,69,Polsci,Always,28,Senior,Always
42752,83,Cs,Always,47,Junior,Rarely
42753,97,Communication,Rarely,69,Senior,Always
42754,18,Stat,Rarely,29,Junior,Rarely
42755,96,Cs,Rarely,24,Senior,Always
42756,54,Communication,Rarely,23,Freshman,Rarely
42757,62,Polsci,Always,56,Sophomore,Always
42758,49,Polsci,Rarely,99,Sophomore,Rarely
42759,88,Polsci,Rarely,21,Junior,Always
42760,32,Polsci,Rarely,40,Freshman,Always
42761,38,Communication,Always,63,Freshman,Rarely
42762,6,Communication,Always,3,Junior,Rarely
42763,70,Stat,Rarely,46,Junior,Always
42764,91,Polsci,Always,53,Freshman,Rarely
42765,63,Polsci,Rarely,26,Sophomore,Rarely
42766,18,Stat,Always,8,Senior,Rarely
42767,16,Communication,Always,72,Senior,Always
42768,96,Cs,Rarely,55,Senior,Rarely
42769,18,Communication,Rarely,99,Freshman,Rarely
42770,17,Cs,Always,92,Senior,Always
42771,37,Stat,Always,20,Sophomore,Always
42772,70,Polsci,Always,24,Freshman,Rarely
42773,57,Stat,Always,95,Senior,Rarely
42774,18,Polsci,Rarely,67,Freshman,Rarely
42775,73,Communication,Always,97,Freshman,Rarely
42776,65,Polsci,Rarely,96,Freshman,Always
42777,23,Communication,Rarely,75,Junior,Always
42778,99,Cs,Always,78,Freshman,Always
42779,44,Communication,Rarely,37,Junior,Rarely
42780,95,Stat,Always,95,Junior,Rarely
42781,0,Communication,Always,47,Junior,Always
42782,89,Stat,Always,44,Freshman,Always
42783,2,Polsci,Rarely,65,Senior,Rarely
42784,47,Polsci,Always,100,Junior,Always
42785,36,Cs,Always,62,Freshman,Rarely
42786,75,Polsci,Rarely,76,Junior,Always
42787,47,Stat,Always,94,Senior,Always
42788,73,Stat,Rarely,42,Senior,Rarely
42789,98,Stat,Rarely,18,Junior,Rarely
42790,21,Polsci,Always,32,Junior,Always
42791,32,Communication,Always,55,Sophomore,Always
42792,9,Communication,Always,60,Freshman,Always
42793,61,Communication,Rarely,15,Junior,Always
42794,32,Communication,Rarely,23,Freshman,Rarely
42795,14,Communication,Always,19,Sophomore,Rarely
42796,30,Communication,Always,66,Senior,Always
42797,11,Polsci,Always,58,Sophomore,Always
42798,70,Cs,Always,39,Freshman,Rarely
42799,56,Stat,Rarely,81,Freshman,Always
42800,78,Cs,Always,48,Senior,Always
42801,49,Cs,Always,0,Freshman,Always
42802,0,Cs,Rarely,8,Freshman,Always
42803,99,Communication,Always,6,Junior,Always
42804,62,Cs,Always,95,Freshman,Always
42805,97,Communication,Rarely,83,Senior,Always
42806,83,Polsci,Always,45,Junior,Rarely
42807,74,Stat,Always,36,Sophomore,Always
42808,51,Communication,Rarely,25,Senior,Rarely
42809,66,Cs,Always,33,Junior,Always
42810,66,Polsci,Rarely,14,Freshman,Rarely
42811,87,Cs,Rarely,3,Sophomore,Always
42812,46,Stat,Rarely,69,Senior,Rarely
42813,57,Stat,Rarely,97,Junior,Rarely
42814,26,Cs,Always,92,Sophomore,Always
42815,12,Communication,Rarely,68,Junior,Always
42816,20,Cs,Always,7,Senior,Always
42817,62,Cs,Always,21,Senior,Always
42818,33,Stat,Rarely,40,Junior,Always
42819,94,Cs,Always,87,Junior,Always
42820,42,Polsci,Rarely,47,Sophomore,Always
42821,15,Stat,Always,5,Senior,Rarely
42822,56,Stat,Always,40,Senior,Always
42823,51,Stat,Rarely,26,Freshman,Always
42824,95,Stat,Always,77,Sophomore,Rarely
42825,4,Polsci,Always,53,Sophomore,Always
42826,49,Stat,Rarely,42,Freshman,Rarely
42827,11,Stat,Always,43,Freshman,Always
42828,29,Cs,Always,27,Junior,Always
42829,19,Stat,Rarely,72,Senior,Rarely
42830,93,Communication,Rarely,84,Junior,Always
42831,11,Communication,Always,48,Freshman,Rarely
42832,19,Polsci,Rarely,26,Junior,Always
42833,18,Stat,Always,46,Junior,Always
42834,78,Stat,Always,76,Senior,Rarely
42835,5,Polsci,Rarely,54,Junior,Always
42836,57,Cs,Always,88,Junior,Rarely
42837,73,Communication,Rarely,22,Senior,Always
42838,88,Stat,Always,26,Freshman,Rarely
42839,83,Cs,Rarely,35,Sophomore,Always
42840,19,Communication,Always,98,Sophomore,Rarely
42841,12,Stat,Rarely,67,Junior,Rarely
42842,63,Communication,Rarely,3,Freshman,Rarely
42843,34,Communication,Rarely,19,Senior,Always
42844,7,Stat,Rarely,25,Senior,Rarely
42845,96,Polsci,Rarely,92,Sophomore,Rarely
42846,34,Cs,Always,77,Sophomore,Rarely
42847,56,Cs,Rarely,5,Junior,Always
42848,64,Polsci,Rarely,25,Freshman,Always
42849,5,Polsci,Rarely,62,Freshman,Rarely
42850,95,Cs,Rarely,4,Senior,Always
42851,61,Stat,Always,15,Senior,Rarely
42852,46,Cs,Rarely,70,Junior,Rarely
42853,65,Cs,Rarely,74,Freshman,Always
42854,84,Communication,Always,19,Freshman,Always
42855,10,Stat,Rarely,88,Senior,Always
42856,22,Stat,Always,65,Junior,Rarely
42857,97,Cs,Always,21,Senior,Always
42858,15,Cs,Always,34,Junior,Always
42859,9,Polsci,Rarely,51,Senior,Always
42860,97,Cs,Rarely,52,Freshman,Always
42861,42,Stat,Rarely,41,Junior,Rarely
42862,71,Cs,Rarely,13,Sophomore,Always
42863,30,Stat,Always,38,Sophomore,Always
42864,99,Communication,Always,53,Sophomore,Always
42865,59,Polsci,Rarely,67,Freshman,Rarely
42866,10,Stat,Always,24,Freshman,Rarely
42867,88,Communication,Always,13,Freshman,Always
42868,63,Stat,Always,99,Junior,Rarely
42869,45,Polsci,Always,45,Freshman,Always
42870,78,Polsci,Rarely,46,Sophomore,Always
42871,29,Communication,Always,65,Junior,Rarely
42872,100,Stat,Rarely,51,Freshman,Rarely
42873,21,Stat,Always,75,Freshman,Rarely
42874,60,Communication,Rarely,85,Senior,Always
42875,80,Communication,Always,50,Junior,Always
42876,41,Communication,Rarely,90,Senior,Rarely
42877,24,Stat,Rarely,96,Freshman,Rarely
42878,49,Stat,Always,24,Freshman,Rarely
42879,42,Polsci,Rarely,46,Senior,Rarely
42880,79,Cs,Rarely,51,Freshman,Always
42881,81,Communication,Rarely,27,Freshman,Always
42882,77,Polsci,Always,89,Freshman,Always
42883,85,Stat,Rarely,100,Senior,Always
42884,88,Polsci,Always,2,Sophomore,Rarely
42885,68,Communication,Rarely,46,Sophomore,Always
42886,62,Stat,Always,73,Sophomore,Always
42887,10,Polsci,Always,18,Senior,Always
42888,99,Polsci,Rarely,9,Freshman,Rarely
42889,30,Stat,Rarely,30,Freshman,Always
42890,98,Communication,Rarely,86,Freshman,Rarely
42891,83,Communication,Always,45,Senior,Always
42892,78,Polsci,Always,74,Junior,Rarely
42893,90,Polsci,Always,67,Junior,Always
42894,70,Communication,Always,75,Junior,Always
42895,68,Stat,Always,32,Senior,Rarely
42896,6,Polsci,Always,40,Senior,Always
42897,48,Polsci,Always,42,Senior,Rarely
42898,33,Cs,Rarely,60,Senior,Always
42899,52,Cs,Rarely,5,Sophomore,Always
42900,35,Communication,Always,90,Junior,Rarely
42901,37,Cs,Always,29,Sophomore,Always
42902,37,Communication,Rarely,71,Sophomore,Rarely
42903,23,Polsci,Rarely,88,Freshman,Rarely
42904,43,Cs,Always,56,Sophomore,Always
42905,53,Cs,Rarely,72,Junior,Rarely
42906,12,Stat,Rarely,9,Senior,Rarely
42907,83,Communication,Always,38,Senior,Rarely
42908,55,Polsci,Rarely,59,Sophomore,Rarely
42909,37,Stat,Rarely,34,Freshman,Rarely
42910,46,Polsci,Rarely,17,Sophomore,Always
42911,63,Polsci,Always,32,Junior,Always
42912,44,Polsci,Rarely,34,Senior,Always
42913,59,Cs,Always,61,Freshman,Always
42914,71,Communication,Always,64,Sophomore,Rarely
42915,69,Stat,Rarely,23,Senior,Always
42916,38,Polsci,Always,53,Freshman,Always
42917,86,Cs,Rarely,43,Freshman,Rarely
42918,87,Cs,Always,43,Sophomore,Rarely
42919,49,Stat,Always,88,Junior,Always
42920,75,Communication,Always,64,Junior,Rarely
42921,92,Stat,Rarely,36,Senior,Always
42922,48,Stat,Always,63,Senior,Always
42923,7,Polsci,Always,42,Senior,Rarely
42924,15,Polsci,Rarely,92,Freshman,Always
42925,0,Cs,Rarely,74,Sophomore,Rarely
42926,78,Cs,Always,46,Freshman,Always
42927,29,Communication,Rarely,45,Freshman,Always
42928,82,Communication,Rarely,95,Junior,Rarely
42929,60,Stat,Always,97,Junior,Rarely
42930,85,Stat,Rarely,42,Junior,Rarely
42931,4,Polsci,Always,31,Freshman,Rarely
42932,95,Stat,Rarely,35,Sophomore,Always
42933,37,Stat,Rarely,95,Sophomore,Rarely
42934,9,Stat,Always,49,Junior,Always
42935,75,Cs,Rarely,89,Sophomore,Always
42936,70,Stat,Rarely,13,Freshman,Always
42937,13,Cs,Always,4,Sophomore,Rarely
42938,80,Communication,Always,66,Sophomore,Always
42939,39,Stat,Always,54,Freshman,Rarely
42940,61,Cs,Rarely,77,Sophomore,Rarely
42941,14,Communication,Always,9,Sophomore,Always
42942,95,Communication,Rarely,52,Freshman,Always
42943,97,Polsci,Rarely,40,Junior,Rarely
42944,56,Communication,Rarely,56,Freshman,Always
42945,90,Communication,Rarely,19,Senior,Always
42946,65,Stat,Rarely,89,Freshman,Rarely
42947,77,Polsci,Rarely,62,Junior,Rarely
42948,14,Cs,Rarely,51,Junior,Always
42949,93,Communication,Rarely,50,Sophomore,Rarely
42950,7,Stat,Rarely,86,Sophomore,Rarely
42951,63,Cs,Always,31,Freshman,Rarely
42952,66,Cs,Rarely,46,Junior,Always
42953,29,Cs,Rarely,11,Freshman,Rarely
42954,65,Stat,Rarely,100,Sophomore,Always
42955,38,Communication,Rarely,28,Junior,Always
42956,1,Cs,Always,29,Junior,Always
42957,79,Communication,Rarely,100,Junior,Always
42958,45,Polsci,Rarely,41,Senior,Rarely
42959,80,Stat,Always,5,Senior,Always
42960,27,Stat,Rarely,54,Freshman,Always
42961,2,Stat,Always,35,Senior,Rarely
42962,12,Polsci,Always,81,Freshman,Rarely
42963,41,Polsci,Always,9,Freshman,Always
42964,72,Cs,Rarely,2,Junior,Always
42965,57,Communication,Always,36,Senior,Rarely
42966,11,Stat,Rarely,55,Junior,Always
42967,21,Communication,Rarely,12,Senior,Rarely
42968,60,Stat,Always,28,Freshman,Always
42969,39,Cs,Always,23,Junior,Always
42970,22,Communication,Always,21,Junior,Rarely
42971,61,Cs,Rarely,28,Freshman,Always
42972,88,Stat,Always,42,Sophomore,Always
42973,91,Communication,Always,99,Sophomore,Rarely
42974,24,Cs,Always,64,Junior,Always
42975,33,Cs,Always,45,Junior,Always
42976,83,Stat,Always,22,Junior,Rarely
42977,30,Cs,Rarely,93,Freshman,Rarely
42978,35,Stat,Always,33,Sophomore,Rarely
42979,18,Cs,Rarely,48,Sophomore,Always
42980,40,Polsci,Rarely,20,Freshman,Always
42981,25,Polsci,Rarely,74,Senior,Rarely
42982,18,Communication,Rarely,12,Freshman,Always
42983,85,Communication,Always,58,Senior,Rarely
42984,38,Stat,Rarely,52,Sophomore,Always
42985,21,Polsci,Always,57,Senior,Always
42986,48,Cs,Always,90,Junior,Always
42987,37,Polsci,Always,63,Junior,Always
42988,76,Stat,Rarely,59,Sophomore,Always
42989,58,Cs,Rarely,50,Sophomore,Always
42990,48,Communication,Always,55,Freshman,Always
42991,24,Communication,Always,71,Freshman,Rarely
42992,63,Cs,Rarely,75,Junior,Rarely
42993,91,Stat,Rarely,18,Sophomore,Always
42994,44,Communication,Always,31,Junior,Rarely
42995,22,Cs,Rarely,28,Freshman,Rarely
42996,20,Stat,Rarely,71,Junior,Always
42997,55,Polsci,Rarely,79,Freshman,Rarely
42998,68,Polsci,Rarely,69,Junior,Rarely
42999,83,Polsci,Always,89,Freshman,Rarely
43000,0,Communication,Rarely,71,Senior,Rarely
43001,55,Stat,Always,21,Junior,Rarely
43002,84,Polsci,Always,5,Freshman,Rarely
43003,12,Polsci,Always,24,Junior,Always
43004,88,Communication,Rarely,14,Senior,Always
43005,49,Cs,Rarely,2,Sophomore,Always
43006,15,Polsci,Rarely,45,Senior,Rarely
43007,80,Cs,Always,13,Junior,Rarely
43008,54,Communication,Rarely,100,Junior,Always
43009,12,Stat,Always,13,Senior,Always
43010,20,Stat,Always,99,Sophomore,Rarely
43011,0,Polsci,Always,77,Senior,Rarely
43012,28,Cs,Always,65,Junior,Rarely
43013,81,Cs,Rarely,76,Senior,Always
43014,7,Stat,Rarely,0,Junior,Rarely
43015,21,Stat,Always,53,Sophomore,Always
43016,19,Polsci,Rarely,22,Freshman,Rarely
43017,11,Communication,Always,44,Freshman,Rarely
43018,98,Cs,Always,2,Freshman,Always
43019,53,Polsci,Always,32,Freshman,Rarely
43020,45,Stat,Always,37,Sophomore,Always
43021,56,Communication,Rarely,80,Sophomore,Rarely
43022,4,Cs,Always,72,Senior,Always
43023,50,Cs,Always,22,Junior,Always
43024,56,Polsci,Rarely,76,Freshman,Always
43025,61,Polsci,Always,90,Sophomore,Rarely
43026,33,Cs,Rarely,79,Sophomore,Rarely
43027,84,Communication,Always,3,Freshman,Rarely
43028,75,Stat,Always,4,Junior,Rarely
43029,38,Cs,Rarely,1,Senior,Always
43030,31,Stat,Rarely,6,Sophomore,Rarely
43031,13,Communication,Rarely,24,Sophomore,Always
43032,31,Stat,Always,89,Sophomore,Always
43033,38,Stat,Always,27,Senior,Always
43034,25,Stat,Always,98,Sophomore,Rarely
43035,2,Stat,Rarely,27,Senior,Always
43036,83,Communication,Rarely,76,Senior,Rarely
43037,0,Polsci,Rarely,32,Junior,Always
43038,32,Cs,Always,6,Freshman,Rarely
43039,38,Communication,Always,0,Sophomore,Rarely
43040,34,Polsci,Always,35,Sophomore,Always
43041,75,Stat,Always,11,Junior,Rarely
43042,55,Cs,Rarely,30,Senior,Rarely
43043,68,Communication,Rarely,83,Sophomore,Always
43044,78,Stat,Always,55,Freshman,Rarely
43045,32,Polsci,Rarely,89,Junior,Always
43046,38,Polsci,Rarely,66,Sophomore,Rarely
43047,10,Communication,Rarely,68,Junior,Rarely
43048,77,Polsci,Always,19,Freshman,Always
43049,4,Stat,Always,82,Sophomore,Rarely
43050,40,Communication,Always,91,Junior,Rarely
43051,44,Communication,Rarely,27,Sophomore,Always
43052,26,Polsci,Always,36,Junior,Always
43053,85,Polsci,Always,31,Sophomore,Always
43054,40,Polsci,Always,10,Freshman,Rarely
43055,84,Communication,Always,3,Sophomore,Rarely
43056,72,Stat,Rarely,82,Senior,Rarely
43057,79,Cs,Rarely,57,Junior,Rarely
43058,45,Communication,Rarely,90,Freshman,Rarely
43059,0,Stat,Always,18,Sophomore,Always
43060,63,Stat,Rarely,97,Senior,Rarely
43061,93,Communication,Always,97,Junior,Rarely
43062,78,Stat,Always,14,Senior,Always
43063,75,Cs,Rarely,89,Freshman,Rarely
43064,82,Polsci,Always,2,Freshman,Rarely
43065,48,Stat,Rarely,35,Junior,Rarely
43066,50,Cs,Rarely,2,Senior,Always
43067,89,Polsci,Always,43,Senior,Rarely
43068,13,Polsci,Rarely,14,Junior,Rarely
43069,80,Stat,Rarely,38,Junior,Rarely
43070,18,Communication,Rarely,68,Sophomore,Always
43071,69,Stat,Rarely,27,Senior,Rarely
43072,8,Cs,Rarely,10,Sophomore,Always
43073,18,Cs,Always,11,Senior,Always
43074,6,Polsci,Rarely,15,Senior,Rarely
43075,77,Stat,Rarely,42,Junior,Always
43076,13,Cs,Rarely,97,Freshman,Always
