GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Height,Number_Of_Credits,Number_Of_Parking_Tickets
2.83,9,11730.84,Professional,2015,69.29,121,0
2.31,8,11773.89,Professional,1975,71.66,122,2
2.03,4,11798.3,Professional,1974,65.36,123,1
2.79,16,11728.94,Professional,1970,68.07,121,3
3.35,16,11666.23,Professional,1970,69.02,120,1
1.89,6,11819.01,Professional,1972,67.28,121,0
3.82,17,11624.1,Professional,2006,64.93,121,2
2.7,21,11723.87,Professional,2007,66.32,120,3
2.22,0,11783.8,Professional,2004,65.65,123,1
2.97,2,11712.82,Professional,1965,69.68,120,3
2.83,12,11723.64,Professional,2003,65.11,131,2
3.14,69,11703.02,Professional,2009,71.87,126,1
2.78,19,11731.22,Professional,2013,66.86,121,1
2.03,19,11798.9,Professional,1998,68.62,121,1
3.12,8,11680.97,Professional,1963,65.06,121,0
3.11,21,11699.66,Professional,1997,67.49,122,1
2.37,7,11761.69,Professional,1990,66.31,121,1
2.53,20,11749.26,Professional,1994,66.84,120,1
2.74,7,11724.22,Professional,2013,67.42,122,0
2.49,16,11745.9,Professional,1996,68.46,120,0
3.56,21,11648.31,Professional,1979,66.2,121,1
2.21,6,11775.23,Professional,1974,67.53,121,0
1.83,5,11832.07,Professional,1976,64.74,122,2
2.37,0,11748.87,Professional,1970,68.69,121,2
2.38,3,11740.46,Professional,2001,67.07,120,2
2.27,23,11785.45,Professional,2001,64.79,122,2
1.95,18,11809.71,Professional,1982,67.59,123,1
2.56,21,11749.52,Professional,1973,65.3,125,0
2.43,42,11744.45,Professional,1979,68.08,124,3
1.65,59,11833.29,Professional,1982,64.9,121,0
2.7,55,11732.47,Professional,1974,72.79,121,2
2,6,11804.8,Professional,2014,65.11,121,1
3.49,8,11652.06,Professional,1967,67.93,120,3
1.9,13,11798.84,Professional,1967,64.62,121,0
2.54,1,11729.11,Professional,1974,65.79,124,1
2.99,3,11711.6,Professional,2009,66.28,128,1
3.43,40,11654.88,Professional,1970,67.91,121,1
2.65,12,11716.49,Professional,1962,69.79,122,1
2.65,6,11734.96,Professional,1967,67.12,126,0
2.02,13,11815.82,Professional,2010,70.33,122,0
2.2,37,11781.38,Professional,2009,70.15,125,1
3.07,26,11688,Professional,1996,68.12,120,1
2.2,57,11777.26,Professional,1974,68.8,125,2
4,12,11594.47,Professional,1981,70.99,123,0
2.42,31,11760.15,Professional,1970,68.51,122,1
2.95,39,11694.95,Professional,1983,69.14,121,0
2.49,46,11740.97,Professional,2003,67.9,122,0
2.49,57,11725.57,Professional,1964,67.58,121,0
2.46,5,11751.68,Professional,1982,68.97,121,1
2.38,23,11763.4,Professional,1965,68.26,127,0
2.52,11,11763.4,Professional,1978,70.29,124,1
2.72,64,11721.21,Professional,1992,64.48,124,2
2.52,26,11751.6,Professional,1986,64.09,122,1
2.36,4,11761.77,Professional,1985,63.5,121,1
1.95,25,11821.73,Professional,1963,68.18,125,1
3.2,19,11678.55,Professional,1988,69.47,122,0
0.98,1,11929.78,Professional,1997,65.3,123,1
2.87,19,11720.65,Professional,2009,68,120,1
2.51,56,11749.5,Professional,1977,69.85,120,1
2.43,9,11741.23,Professional,2005,65.8,121,1
2.35,150,11760.35,Professional,2010,64.29,124,1
2.1,23,11801.98,Professional,1969,66.85,121,1
3.2,1,11679.6,Professional,1974,67.5,121,2
3.63,28,11633.39,Professional,1978,66.67,121,1
2.22,6,11774.65,Professional,1999,66.7,123,0
2.17,1,11797.06,Professional,1988,66.24,124,0
2.23,6,11772.21,Professional,1961,68.11,121,0
2.42,17,11746.9,Professional,2015,65.98,122,0
1.69,15,11839.35,Professional,1998,66.66,125,1
3.39,10,11648.67,Professional,1961,68.95,122,3
2.48,9,11742.23,Professional,1978,68.4,122,0
2.84,18,11703.33,Professional,1975,64.34,122,1
2.25,7,11785.56,Professional,1978,67.06,121,1
1.87,12,11820.81,Professional,1981,68.26,122,1
2.14,28,11797.66,Professional,1988,68.14,124,0
2.58,6,11750.1,Professional,1983,65.31,122,1
3.07,0,11696.44,Professional,1981,71.05,121,0
2.57,16,11718.35,Professional,2012,71.1,120,1
1.78,7,11818,Professional,1970,65.91,123,1
2.53,40,11744.32,Professional,2000,67.9,125,2
1.73,24,11845.04,Professional,1981,66.52,126,0
2.29,10,11779.01,Professional,2004,66.93,121,0
1.8,5,11841.59,Professional,1968,67.91,121,1
2.93,0,11710.56,Professional,1988,64.58,123,0
2.97,1,11693.69,Professional,1983,65.55,128,1
1.71,5,11814.52,Professional,1980,67.97,121,0
2.49,8,11741.04,Professional,1980,67.37,122,0
3.08,7,11700.73,Professional,1990,69.85,121,2
2.16,2,11792.05,Professional,1983,68.11,121,2
3.03,26,11691.03,Professional,2006,67.17,125,0
1.72,9,11821.17,Professional,2010,67.47,125,5
2.7,43,11701.17,Professional,1978,67.98,124,2
2.25,31,11784.52,Professional,2014,64.09,126,2
2.21,5,11786.14,Professional,2006,71.06,122,4
2.81,4,11724.14,Professional,2009,68.2,120,1
1.92,20,11803.05,Professional,2012,68.95,120,0
2,3,11812.06,Professional,1965,66.35,121,1
3.86,8,11616.17,Professional,1965,70.49,124,0
2.25,17,11767.14,Professional,1967,68.33,126,4
2.67,62,11735.59,Professional,1994,70.29,122,0
3.01,2,11695.58,Professional,1999,67.8,120,1
2.27,56,11785.03,Professional,1977,68.99,120,1
2.73,3,11714.62,Professional,1991,69.69,121,1
2.43,14,11749.68,Professional,1972,68.42,123,0
2.49,7,11768.27,Professional,1972,70.15,126,1
3.09,46,11678.95,Professional,1985,70.57,123,1
2.32,1,11768.15,Professional,1997,65.84,120,2
2.51,33,11749.62,Professional,1985,70.12,122,0
2.3,58,11760.33,Professional,1994,69.87,122,0
2.72,6,11728.07,Professional,1976,63.71,120,2
2.64,11,11746.75,Professional,2005,68.72,122,2
2.07,5,11798.01,Professional,2010,70.87,121,1
2.23,59,11783.36,Professional,1966,67.35,122,0
2.35,13,11766.2,Professional,1982,69.19,122,0
2.33,4,11779.36,Professional,1983,70.93,121,2
1.94,3,11803.36,Professional,1967,71.42,120,0
2.28,33,11775.8,Professional,2010,66.45,122,1
1.97,50,11820.26,Professional,2004,69.44,124,1
3.44,26,11656.03,Professional,1990,67.94,120,0
2.14,5,11784.95,Professional,1983,68.64,122,0
2.27,3,11754.21,Professional,1965,66.88,121,1
2.17,6,11803.55,Professional,1985,66.31,122,1
2.73,42,11734.62,Professional,2000,66.43,121,0
3.15,20,11672.67,Professional,1979,70.65,121,2
2.62,16,11749.15,Professional,1991,67.42,120,1
2.33,23,11762.02,Professional,1972,65.68,121,1
3.46,8,11649.99,Professional,2006,67.19,121,1
2.63,6,11749.72,Professional,1966,69.5,120,1
1.55,15,11841.58,Professional,1974,68.57,121,1
2.6,12,11738.47,Professional,1997,71.14,125,0
2.57,31,11731.13,Professional,1979,71.21,121,0
2.02,2,11793.59,Professional,2005,62.58,124,0
2.83,60,11723.94,Professional,2009,67.5,121,2
2.94,0,11714.5,Professional,2006,68.51,124,2
2.76,26,11719.35,Professional,1971,65.88,122,1
2.42,10,11751.07,Professional,1991,66.89,122,1
1.79,47,11828.46,Professional,1981,73.87,122,5
2.11,1,11800.6,Professional,1973,68.82,120,2
1.55,8,11838.14,Professional,1998,70.69,121,0
2.12,64,11782.47,Professional,1974,68.93,121,1
2.19,37,11777.22,Professional,1973,67.4,120,1
1.82,40,11815.39,Professional,1982,70.03,127,3
1.64,64,11847.11,Professional,2007,66.76,122,1
2.99,14,11705.15,Professional,2000,68.31,121,0
2.49,33,11756.76,Professional,2015,65.93,120,0
2.78,19,11727.96,Professional,1999,68.56,122,0
2.55,2,11749.05,Professional,1967,68.37,120,2
2.21,8,11771.59,Professional,1999,70.52,121,0
2.64,6,11725.56,Professional,1975,67.65,120,0
2.23,29,11783.74,Professional,1968,65.23,121,1
3.04,45,11694.8,Professional,1970,65.78,122,1
2.19,16,11784.88,Professional,1992,69.77,121,0
2.1,22,11789.72,Professional,2004,67.67,120,2
2.82,39,11723.12,Professional,1986,68.77,123,2
2.86,38,11728.56,Professional,1996,65.02,120,1
2.47,24,11742.8,Professional,1997,65.16,122,1
2.86,7,11705.54,Professional,2014,68.59,123,1
2.23,2,11766.38,Professional,2010,69.78,120,1
3.28,30,11663.7,Professional,1961,69.73,121,1
2.03,50,11788.14,Professional,1982,67.22,121,1
3.23,13,11671.97,Professional,1982,67.44,121,2
2.17,5,11783.53,Professional,1963,67.99,123,1
2.25,26,11769.77,Professional,1982,69.02,122,0
3.19,7,11663.36,Professional,1961,69.95,123,1
2.43,16,11751.44,Professional,1974,68.99,120,1
2.59,61,11742.85,Professional,1997,68.94,121,1
2.48,55,11763.09,Professional,2015,70.15,122,1
2.73,4,11722.7,Professional,1990,69.86,121,1
2.84,10,11705.89,Professional,1965,67.43,121,0
1.39,25,11863.21,Professional,1969,70.09,122,1
3.58,41,11657.37,Professional,2002,66.94,120,0
3.03,20,11705.08,Professional,2006,64.98,121,1
2.75,13,11719.37,Professional,1999,71.99,122,0
2.29,12,11768,Professional,1978,65.68,125,2
1.9,4,11804.82,Professional,1970,70.01,123,1
2.75,3,11733.03,Professional,1978,69.74,125,1
2.21,5,11775.98,Professional,2007,66.09,123,0
2.67,51,11716.52,Professional,1992,67.65,123,1
2.63,39,11735.44,Professional,1999,68.02,121,2
2.51,5,11750.56,Professional,2002,68.17,120,2
2.54,2,11762.68,Professional,1982,69.01,127,0
1.75,2,11834.03,Professional,1966,66.37,123,2
2.39,51,11762.17,Professional,1962,68.46,124,0
2.78,2,11713.36,Professional,2010,69.71,122,2
2.19,10,11772.65,Professional,1997,67.15,121,7
3.25,32,11693.13,Professional,2015,65.58,121,1
2.92,16,11692.39,Professional,1961,68.87,121,2
1.6,1,11852.18,Professional,1977,66.84,122,0
2.76,13,11723.5,Professional,1968,68.02,123,0
2.75,18,11742.83,Professional,1993,62.62,120,1
2.6,46,11756.9,Professional,1968,64.91,123,1
1.48,15,11863.56,Professional,1974,68.05,120,1
3.05,14,11688.92,Professional,2008,69.47,121,4
3.31,0,11674.62,Professional,1995,70.18,122,1
1.89,8,11812.69,Professional,1998,70.45,122,1
2.52,13,11762.63,Professional,2005,65.12,120,1
2.62,37,11749.3,Professional,1966,69.74,120,0
2.02,1,11799.13,Professional,2005,66.7,120,1
2.8,3,11710.26,Professional,1982,64.69,120,1
2.26,4,11769.88,Professional,2012,66.52,120,0
2.22,7,11766.43,Professional,1977,68.75,125,2
2.78,25,11722.92,Professional,1979,69.19,123,0
1.97,16,11816.7,Professional,1968,66.97,123,0
2.43,21,11747.88,Professional,1969,66.85,121,2
2.36,28,11760.1,Professional,1990,68.59,121,1
2.56,25,11756.75,Professional,1984,68.63,123,1
2.79,50,11733.4,Professional,1967,67.37,120,0
2.94,8,11697.07,Professional,2002,67.56,120,1
2.27,25,11755.89,Professional,1973,69.66,122,3
2.22,32,11789.44,Professional,2006,65.2,120,0
2.4,14,11773.41,Professional,1982,70.27,120,1
3.38,16,11659.3,Professional,1965,66.9,124,1
1.5,23,11847.83,Professional,2009,67.96,120,1
2.88,31,11712.68,Professional,1987,68.79,124,1
1.58,63,11833.68,Professional,1994,68.37,121,1
2.63,17,11757.12,Professional,1970,68.92,120,1
1.75,75,11821.68,Professional,1981,66.69,120,1
2.51,25,11752.97,Professional,1967,67.46,122,2
2.86,5,11738.9,Professional,1980,66.12,124,1
1.5,12,11843.17,Professional,1974,70.3,121,2
2.67,16,11752.03,Professional,1974,68.06,121,3
2.24,1,11772.74,Professional,2006,69.64,121,1
2.57,13,11750.9,Professional,2004,67.45,120,1
2.29,7,11769.45,Professional,1962,66.67,121,0
2.78,5,11731.67,Professional,2012,65.91,123,0
2.87,21,11718.1,Professional,2011,69.34,122,1
3.3,1,11683.03,Professional,1973,66.75,122,0
2.27,57,11778.48,Professional,2006,69.74,125,1
2.17,21,11775.59,Professional,1972,67.1,122,1
2.92,26,11700.22,Professional,1998,66.93,121,2
2.08,21,11786.88,Professional,1991,72.73,125,2
3.09,14,11676.61,Professional,2013,69.66,120,2
2.22,8,11779.82,Professional,1983,68.16,121,2
2.36,7,11775.47,Professional,1991,66.37,120,1
3.05,10,11690.25,Professional,2010,68.12,124,0
2.95,13,11722.65,Professional,1982,65.02,129,2
3.26,33,11691.47,Professional,2003,68.78,121,4
2.06,6,11791.79,Professional,1962,68.7,122,1
2.76,21,11727.15,Professional,1968,70.35,121,2
2.76,9,11720.29,Professional,1998,68.52,120,0
2.15,12,11786.81,Professional,2010,70.2,120,1
2.55,5,11738.35,Professional,1973,70.83,123,0
2.6,23,11735.08,Professional,1992,67.87,121,2
2.7,7,11747.42,Professional,1981,67.76,120,1
2.79,14,11717.97,Professional,1983,68.52,126,4
3.11,23,11682.36,Professional,2001,65.59,122,1
2.99,4,11705.34,Professional,2000,67.55,124,0
2.87,18,11702.48,Professional,2010,65.43,124,1
2.86,12,11728.88,Professional,1962,69.39,121,0
2.23,6,11785.5,Professional,1966,70.08,122,0
2.21,19,11784.73,Professional,1988,64.57,125,1
2.85,17,11737.71,Professional,1967,70.72,120,0
1.9,24,11802.87,Professional,1989,67.02,123,1
2.74,17,11731.33,Professional,1980,67.25,121,2
3.18,27,11671.72,Professional,1986,69.04,120,1
3.56,26,11636.99,Professional,1971,65.94,120,1
3.4,39,11645.84,Professional,2002,70.72,121,0
2.71,46,11721.46,Professional,2007,64.5,120,2
1.92,36,11806.77,Professional,1988,69.21,120,1
2.52,18,11763.1,Professional,2010,66.9,124,0
1.89,53,11798.54,Professional,1966,71.32,125,0
2.33,106,11771.17,Professional,1973,70.04,128,1
3.28,50,11673.01,Professional,1967,64.3,120,0
2.59,8,11747.11,Professional,2002,69.57,123,0
3.22,5,11690.93,Professional,1976,66.17,120,1
2.36,0,11768.3,Professional,1985,64.35,123,2
2.61,23,11731.23,Professional,1971,67.41,123,1
2.42,11,11770.95,Professional,2002,64.31,121,1
2.37,50,11750.91,Professional,1976,68.42,122,0
2.62,7,11737.5,Professional,1980,68.63,121,0
3.12,8,11679.77,Professional,1961,70.54,122,2
2.81,47,11719.2,Professional,1976,66.06,121,2
2.93,18,11717.64,Professional,1997,67.07,120,0
2.86,9,11716.15,Professional,2012,65.52,121,0
3.1,5,11687.19,Professional,1982,69.99,121,0
2.51,40,11746.96,Professional,2006,68.45,124,0
2.64,14,11748.87,Professional,1975,70.26,125,1
2.8,9,11707.83,Professional,1964,67,120,2
2.4,12,11751.96,Professional,2011,71.76,120,1
2.68,18,11733.01,Professional,1971,67.73,120,2
2.12,21,11786.72,Professional,1991,68.74,128,1
2.71,25,11708.7,Professional,2011,67.7,123,0
2.06,53,11789.78,Professional,1983,71.56,121,0
2.09,12,11783.04,Professional,1995,68.25,120,1
2.52,10,11744.98,Professional,1980,71.52,122,2
2.14,71,11777.28,Professional,1998,70.51,122,0
2.66,4,11739.95,Professional,1988,67.49,120,1
2.64,38,11744.66,Professional,1962,68.54,120,1
2.86,9,11727.11,Professional,1998,69.38,120,0
1.46,12,11833.64,Professional,1975,64,122,1
2.04,28,11787.63,Professional,1964,67.48,120,1
3.07,56,11702.12,Professional,1968,64.44,124,1
1.85,3,11808.77,Professional,2008,68.47,120,0
2,4,11801.73,Professional,1994,66.65,120,1
2.82,5,11721.39,Professional,1978,69.86,120,1
2.07,48,11806.38,Professional,1991,67.52,121,1
2.9,43,11704.8,Professional,1968,70.04,121,0
2.35,21,11766.62,Professional,2000,66.07,122,1
2.66,2,11744.09,Professional,1982,68.24,121,2
2.31,52,11779,Professional,1979,64.76,122,1
2.62,35,11737.6,Professional,1987,66.27,121,0
2.89,35,11706.21,Professional,1978,65.71,121,0
2.89,64,11714.08,Professional,1981,69.84,122,2
2.56,20,11730.25,Professional,2002,64.27,120,3
1.8,36,11831.33,Professional,1971,68.99,121,2
2.52,25,11754.35,Professional,1983,70.98,121,2
3.01,8,11695.16,Professional,1973,69.4,121,0
2.74,2,11718.68,Professional,1977,72.23,125,4
2.16,66,11772.39,Professional,1985,66.99,124,0
2.25,3,11786.5,Professional,1962,66.12,120,0
2.56,8,11742.95,Professional,1969,64.93,121,1
2.58,52,11739.68,Professional,1978,67.38,120,2
2.06,24,11810.99,Professional,2006,69.17,121,2
2.35,13,11762.69,Professional,2013,64.56,121,2
2.25,17,11757.34,Professional,2014,64.65,121,4
1.78,4,11829.87,Professional,1998,68,122,0
2.71,25,11719.91,Professional,2002,68.2,125,0
3.17,7,11681.29,Professional,1969,64.27,122,2
2.22,2,11768.33,Professional,1963,68.18,121,2
2.54,36,11716.64,Professional,1985,67.86,121,0
2.26,1,11766.79,Professional,1983,68.6,127,0
1.82,45,11828.37,Professional,1969,64.77,120,0
2.93,1,11695.75,Professional,1988,67.43,120,0
3.15,30,11690.66,Professional,1965,68.02,124,1
2.11,22,11795.5,Professional,1992,67.05,124,1
3.14,8,11693.7,Professional,1989,68.44,120,1
2.56,11,11742.93,Professional,1973,65.84,121,3
2.76,15,11709.16,Professional,1963,69.12,123,0
1.54,16,11854.57,Professional,1975,67.56,128,1
1.7,43,11836.42,Professional,1994,69.22,120,2
2.94,7,11698.32,Professional,1988,69.61,127,2
2.36,67,11754.79,Professional,2005,70.59,123,1
2.69,50,11718.59,Professional,1987,73.9,122,0
2.74,11,11743.03,Professional,2009,67.84,120,0
2.29,12,11775.85,Professional,2013,65.57,122,1
2.63,30,11725.92,Professional,1975,66.69,121,2
1.83,34,11817.1,Professional,1967,64.66,121,3
1.36,14,11885.9,Professional,1974,67.55,120,1
2.39,17,11747.48,Professional,1976,68.83,123,3
2.12,11,11789.86,Professional,1992,69.7,123,2
2.83,2,11717.42,Professional,1997,67.7,121,0
3.22,2,11656.13,Professional,1999,68.78,121,0
3.3,23,11648.14,Professional,1975,65.62,120,1
1.91,174,11812.93,Professional,1981,65.92,121,2
2.57,48,11752.29,Professional,1994,64.16,121,0
2.07,12,11796.71,Professional,2009,67.63,124,1
2.19,14,11782.37,Professional,1990,68.53,125,0
2.18,18,11797.76,Professional,2007,72.57,123,0
1.98,3,11805.69,Professional,2005,72.14,122,2
2.95,39,11704.75,Professional,1975,66.23,123,0
2.08,55,11802.81,Professional,1981,73.22,124,2
2.47,23,11727.82,Professional,2014,66.7,120,0
2.28,11,11774.73,Professional,2007,68.35,122,0
2.72,73,11713.08,Professional,1965,66.96,121,0
2.64,28,11734.31,Professional,1984,67.43,121,2
2.48,3,11762.49,Professional,1966,66.53,121,0
2.41,7,11746.17,Professional,1985,67.77,123,1
2.43,26,11765.28,Professional,2004,68.84,121,1
2.18,6,11796.59,Professional,2006,67.66,120,0
2.7,58,11737.75,Professional,1978,67.35,120,0
2.81,21,11711.39,Professional,1970,67.6,122,6
2.26,51,11772.2,Professional,2013,65.83,121,1
2.67,7,11736.35,Professional,2015,69.52,122,0
2.32,11,11781.21,Professional,1972,69.09,120,0
2.23,11,11761.52,Professional,2011,68.1,128,0
3.03,0,11691.56,Professional,2000,70.56,121,0
2.46,2,11752.92,Professional,1963,67.74,121,2
2.46,36,11743.01,Professional,1975,64.29,121,1
2.36,20,11750.32,Professional,1969,63.51,122,0
3.18,33,11673.16,Professional,1988,67.88,122,2
1.82,16,11832.51,Professional,2007,67.76,120,1
3.07,82,11695.22,Professional,1995,66.26,121,1
2.58,4,11729.57,Professional,1983,65.65,123,0
1.91,7,11811.78,Professional,1997,66.66,123,0
2.95,33,11703.57,Professional,1987,63.88,121,1
2.24,72,11775.28,Professional,1987,68.96,125,0
2.5,15,11747.97,Professional,2010,68.85,121,0
3.14,19,11688.44,Professional,2005,68.86,121,0
2.73,33,11722.11,Professional,1996,66.58,122,0
2.68,72,11747.74,Professional,1995,65.57,121,0
1.43,2,11877.18,Professional,1967,69.12,123,1
2.39,4,11748.1,Professional,1988,66.61,122,2
2.59,9,11743.34,Professional,1995,67.16,123,0
1.99,21,11807.55,Professional,1975,67.64,121,2
2.61,18,11745.58,Professional,2000,65.33,125,1
3.07,29,11705.01,Professional,1994,68.19,120,0
2.03,8,11803.98,Professional,1965,67.95,122,1
2.31,13,11781.14,Professional,1979,70.34,122,0
2.26,8,11766.58,Professional,2003,66.76,120,0
2.01,38,11805.92,Professional,1990,64.97,120,1
2.1,28,11782.59,Professional,1978,73.13,122,1
1.98,25,11811.59,Professional,2015,69.68,121,1
2.43,14,11758.93,Professional,2010,68.59,120,1
2.23,44,11783.59,Professional,2006,66,122,1
2.89,19,11714.94,Professional,1988,68.39,120,0
2.79,8,11723.07,Professional,1985,64.49,120,0
2.68,10,11743.64,Professional,2014,66.18,120,1
2.21,4,11769.59,Professional,1971,68.6,123,1
2.31,12,11765.78,Professional,2004,65.96,120,0
2.41,6,11770.51,Professional,2001,67.94,135,1
1.74,25,11848.73,Professional,2006,71.12,124,0
2.09,46,11792.92,Professional,2007,63.84,123,2
1.79,29,11823.23,Professional,1980,67.15,124,0
2.61,10,11741.42,Professional,2007,66.86,121,1
2.36,94,11767.51,Professional,1966,72.58,123,0
2.44,6,11759.66,Professional,2004,68.6,122,1
2.1,4,11776.65,Professional,2011,65.51,121,0
3.23,1,11669.76,Professional,1963,66.45,120,0
1.97,5,11805.72,Professional,1983,68.67,123,0
2.17,35,11784.59,Professional,2002,66.45,121,0
2.75,7,11728.92,Professional,1996,65.18,122,0
2.3,88,11779.1,Professional,1990,66.47,120,0
2.46,16,11750.52,Professional,1967,66.27,125,1
2.55,57,11747.32,Professional,1969,70.26,120,0
2.64,8,11740.17,Professional,1983,69.59,123,1
2.35,1,11755.73,Professional,1974,66.7,125,1
2.98,3,11693.7,Professional,2014,68.12,126,1
2.99,1,11693.27,Professional,1997,66.84,124,1
2.52,56,11753.48,Professional,1996,70.5,120,0
2.67,5,11745.32,Professional,1971,68.33,120,1
3.34,50,11682.77,Professional,1980,66.8,120,0
2.4,10,11763.05,Professional,2006,66.13,125,2
2.32,35,11776.88,Professional,2005,69.81,122,0
3.46,11,11649.75,Professional,2009,71.1,121,0
2.3,22,11780.44,Professional,1998,71.15,122,0
2.51,28,11753.24,Professional,1968,67.97,121,1
3.29,35,11657.92,Professional,2000,68.98,120,3
2.23,20,11763.84,Professional,2007,67.07,120,0
2.42,7,11772.11,Professional,1987,66.08,121,0
2.15,28,11786.14,Professional,2008,72.63,124,0
2.97,21,11706.68,Professional,1981,66.6,123,0
2.13,25,11780.86,Professional,1963,67.56,122,0
2.41,23,11745.42,Professional,1996,67.81,125,0
2.55,16,11735.39,Professional,1986,69.14,131,1
2.46,5,11741.83,Professional,1984,65.95,120,1
2.53,11,11756.47,Professional,1987,72.63,121,1
2.47,5,11751.74,Professional,2006,70.18,120,2
2.7,18,11725.19,Professional,1974,63.94,125,1
3.15,67,11688.86,Professional,1980,65.62,139,1
2.59,8,11733.18,Professional,1995,67.45,120,2
2.99,45,11690.77,Professional,1999,69.34,121,1
2.73,13,11740.09,Professional,2015,66.08,122,0
2.04,23,11787.45,Professional,2002,69.01,123,0
2.92,19,11725.2,Professional,1974,69.52,120,1
2.94,20,11697.13,Professional,1987,67.64,123,1
2.13,53,11785.13,Professional,1993,65.24,124,3
2.49,45,11754.18,Professional,1982,65.57,125,1
3.35,13,11665.39,Professional,2009,67.83,126,1
1.77,19,11828.07,Professional,2011,68.74,121,2
2.63,11,11736.99,Professional,1982,70.12,120,4
2.02,22,11784.77,Professional,1990,67.19,124,0
2.76,12,11728.88,Professional,1986,68.09,130,2
2.42,17,11751.03,Professional,1979,67.81,120,0
2.54,9,11736.93,Professional,1984,71.59,123,0
2.77,13,11727.54,Professional,1981,69.8,121,1
2.19,13,11778.59,Professional,2013,70.54,120,1
3.18,0,11685.9,Professional,1995,66.98,123,2
2.54,5,11750.78,Professional,1972,67.09,124,0
2.78,7,11727.34,Professional,1981,66.87,121,0
3.3,11,11675.93,Professional,1981,65,125,1
2.33,1,11769.59,Professional,1962,66.76,122,5
1.91,48,11808.82,Professional,1974,70.41,121,1
2.43,8,11753.36,Professional,1971,67.12,123,0
2.01,12,11801.21,Professional,1978,67.9,125,2
2.79,3,11709.28,Professional,1970,66.11,120,0
2.85,16,11726.76,Professional,1994,64.37,125,0
2.69,15,11722.84,Professional,1982,64.99,125,1
1.91,2,11815.21,Professional,1984,67.34,124,1
3.01,19,11692.47,Professional,1986,69.95,120,1
2.25,1,11779.35,Professional,2013,66.29,125,1
3.38,49,11677.67,Professional,1969,72.43,123,4
