AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
43,Private,Bachelors,13,Adm-clerical,Vietnam
43,Private,Some-college,10,Craft-repair,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Self-emp-not-inc,HS-grad,9,Other-service,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,7th-8th,4,Transport-moving,United-States
43,Local-gov,Assoc-acdm,12,Tech-support,United-States
43,State-gov,HS-grad,9,Adm-clerical,United-States
43,Self-emp-not-inc,Bachelors,13,Sales,South
43,Local-gov,Some-college,10,Adm-clerical,United-States
43,State-gov,Masters,14,Prof-specialty,United-States
43,Private,HS-grad,9,Other-service,United-States
43,Private,Bachelors,13,Craft-repair,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,NA,HS-grad,9,NA,United-States
43,Private,Assoc-voc,11,Craft-repair,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,Some-college,10,Tech-support,United-States
43,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,Private,Some-college,10,Machine-op-inspct,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Private,Assoc-acdm,12,Transport-moving,United-States
43,Private,Assoc-acdm,12,Adm-clerical,United-States
43,Private,Prof-school,15,Prof-specialty,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Self-emp-inc,Assoc-acdm,12,Exec-managerial,United-States
43,State-gov,Masters,14,Exec-managerial,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,Assoc-voc,11,Farming-fishing,United-States
43,Private,10th,6,Transport-moving,United-States
43,Private,Some-college,10,Tech-support,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Federal-gov,Bachelors,13,Sales,United-States
43,State-gov,HS-grad,9,Adm-clerical,United-States
43,Self-emp-not-inc,HS-grad,9,Adm-clerical,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Prof-school,15,Prof-specialty,United-States
43,Private,HS-grad,9,Sales,United-States
43,Self-emp-not-inc,HS-grad,9,Transport-moving,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,NA,Bachelors,13,NA,United-States
43,Local-gov,HS-grad,9,Protective-serv,United-States
43,State-gov,Bachelors,13,Exec-managerial,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Private,Bachelors,13,Sales,United-States
43,Private,HS-grad,9,Transport-moving,United-States
43,Self-emp-not-inc,Masters,14,Exec-managerial,United-States
43,Private,HS-grad,9,Machine-op-inspct,Germany
43,Private,11th,7,Handlers-cleaners,United-States
43,Private,9th,5,Machine-op-inspct,United-States
43,Private,HS-grad,9,Sales,Poland
43,Local-gov,Masters,14,Exec-managerial,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Local-gov,Some-college,10,Adm-clerical,Mexico
43,Private,Some-college,10,Prof-specialty,United-States
43,Self-emp-not-inc,Bachelors,13,Sales,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Self-emp-not-inc,HS-grad,9,Other-service,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Assoc-acdm,12,Sales,United-States
43,Private,Bachelors,13,Craft-repair,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Federal-gov,Bachelors,13,Tech-support,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,State-gov,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Other-service,United-States
43,State-gov,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Adm-clerical,Canada
43,Private,HS-grad,9,Other-service,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Self-emp-not-inc,Bachelors,13,Sales,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,9th,5,Exec-managerial,Mexico
43,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Federal-gov,Some-college,10,Handlers-cleaners,United-States
43,Local-gov,Masters,14,Exec-managerial,United-States
43,Private,Assoc-voc,11,Craft-repair,United-States
43,Local-gov,HS-grad,9,Craft-repair,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Local-gov,HS-grad,9,Exec-managerial,NA
43,Private,Some-college,10,Prof-specialty,Puerto-Rico
43,Self-emp-not-inc,Some-college,10,Sales,Mexico
43,Private,Assoc-acdm,12,Handlers-cleaners,United-States
43,Local-gov,HS-grad,9,Tech-support,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,State-gov,Prof-school,15,Prof-specialty,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Federal-gov,Masters,14,Protective-serv,United-States
43,Private,Assoc-acdm,12,Sales,United-States
43,Self-emp-not-inc,Assoc-voc,11,Craft-repair,United-States
43,Federal-gov,Some-college,10,Exec-managerial,United-States
43,Private,Bachelors,13,Adm-clerical,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,Some-college,10,Other-service,England
43,Private,7th-8th,4,Farming-fishing,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Federal-gov,Some-college,10,Prof-specialty,United-States
43,State-gov,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,Some-college,10,Other-service,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Assoc-voc,11,Exec-managerial,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,Private,11th,7,Handlers-cleaners,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,NA,Some-college,10,NA,United-States
43,Federal-gov,Bachelors,13,Handlers-cleaners,United-States
43,Private,Some-college,10,Exec-managerial,Iran
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Federal-gov,HS-grad,9,Machine-op-inspct,United-States
43,Self-emp-not-inc,Bachelors,13,Craft-repair,United-States
43,Private,Bachelors,13,Other-service,NA
43,Private,Assoc-voc,11,Prof-specialty,United-States
43,Private,Bachelors,13,Exec-managerial,NA
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Federal-gov,Some-college,10,Exec-managerial,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Bachelors,13,Sales,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Assoc-voc,11,Tech-support,United-States
43,Federal-gov,Bachelors,13,Tech-support,United-States
43,Self-emp-inc,HS-grad,9,Sales,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Handlers-cleaners,United-States
43,State-gov,HS-grad,9,Transport-moving,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,HS-grad,9,Other-service,United-States
43,Private,HS-grad,9,Machine-op-inspct,Nicaragua
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Transport-moving,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,Some-college,10,Tech-support,NA
43,State-gov,Some-college,10,Adm-clerical,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Machine-op-inspct,Cuba
43,Private,HS-grad,9,Transport-moving,United-States
43,Private,5th-6th,3,Priv-house-serv,Mexico
43,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
43,Self-emp-inc,Bachelors,13,Sales,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,State-gov,HS-grad,9,Other-service,United-States
43,Private,10th,6,Handlers-cleaners,United-States
43,NA,Assoc-voc,11,NA,United-States
43,Private,HS-grad,9,Other-service,United-States
43,State-gov,HS-grad,9,Exec-managerial,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Self-emp-inc,HS-grad,9,Craft-repair,United-States
43,Federal-gov,Assoc-voc,11,Craft-repair,United-States
43,State-gov,HS-grad,9,Tech-support,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
43,Federal-gov,Prof-school,15,Prof-specialty,NA
43,Private,HS-grad,9,Transport-moving,United-States
43,Private,Bachelors,13,Prof-specialty,Italy
43,Private,Some-college,10,Transport-moving,United-States
43,Private,HS-grad,9,Other-service,United-States
43,Self-emp-inc,HS-grad,9,Sales,United-States
43,Private,HS-grad,9,Sales,United-States
43,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Self-emp-not-inc,12th,8,Transport-moving,United-States
43,Private,9th,5,Machine-op-inspct,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
43,Private,HS-grad,9,Transport-moving,United-States
43,Private,Prof-school,15,Prof-specialty,United-States
43,State-gov,Bachelors,13,Prof-specialty,NA
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Self-emp-inc,Assoc-voc,11,Exec-managerial,United-States
43,Private,10th,6,Adm-clerical,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Self-emp-inc,Some-college,10,Exec-managerial,United-States
43,Private,Assoc-voc,11,Craft-repair,United-States
43,Local-gov,Prof-school,15,Prof-specialty,United-States
43,Local-gov,Some-college,10,Protective-serv,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,State-gov,Prof-school,15,Prof-specialty,United-States
43,Private,Some-college,10,Protective-serv,United-States
43,Federal-gov,Assoc-voc,11,Prof-specialty,United-States
43,Private,11th,7,Transport-moving,United-States
43,Local-gov,HS-grad,9,Exec-managerial,United-States
43,State-gov,HS-grad,9,Exec-managerial,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,Private,Bachelors,13,Craft-repair,United-States
43,Private,HS-grad,9,Other-service,South
43,Local-gov,Some-college,10,Other-service,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,Federal-gov,Some-college,10,Adm-clerical,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,NA,Assoc-acdm,12,NA,United-States
43,Local-gov,Assoc-voc,11,Exec-managerial,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,State-gov,Bachelors,13,Exec-managerial,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Sales,Mexico
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
43,Federal-gov,Bachelors,13,Prof-specialty,United-States
43,Private,Bachelors,13,Tech-support,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Self-emp-inc,Bachelors,13,Sales,United-States
43,Federal-gov,HS-grad,9,Adm-clerical,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Self-emp-not-inc,Bachelors,13,Farming-fishing,United-States
43,Private,HS-grad,9,Other-service,China
43,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Self-emp-inc,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,HS-grad,9,Transport-moving,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,Some-college,10,Handlers-cleaners,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Self-emp-not-inc,7th-8th,4,Farming-fishing,Cuba
43,Local-gov,Some-college,10,Transport-moving,United-States
43,Local-gov,Some-college,10,Exec-managerial,United-States
43,Private,12th,8,Transport-moving,United-States
43,Private,HS-grad,9,Farming-fishing,United-States
43,NA,Bachelors,13,NA,United-States
43,Private,Assoc-acdm,12,Prof-specialty,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,10th,6,Other-service,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,State-gov,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,Federal-gov,HS-grad,9,Adm-clerical,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Masters,14,Adm-clerical,United-States
43,Private,Bachelors,13,Machine-op-inspct,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,Self-emp-inc,HS-grad,9,Farming-fishing,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Local-gov,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,Private,Assoc-acdm,12,Exec-managerial,United-States
43,Federal-gov,HS-grad,9,Farming-fishing,United-States
43,Private,HS-grad,9,Machine-op-inspct,NA
43,Private,Assoc-acdm,12,Sales,United-States
43,Self-emp-inc,Masters,14,Exec-managerial,United-States
43,Private,Some-college,10,Protective-serv,United-States
43,Self-emp-not-inc,Masters,14,Prof-specialty,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Local-gov,Masters,14,Exec-managerial,United-States
43,Federal-gov,Bachelors,13,Prof-specialty,Philippines
43,Private,12th,8,Adm-clerical,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Self-emp-not-inc,Bachelors,13,Sales,United-States
43,Private,5th-6th,3,Machine-op-inspct,Mexico
43,Private,5th-6th,3,Machine-op-inspct,Mexico
43,Private,HS-grad,9,Prof-specialty,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Private,7th-8th,4,Other-service,United-States
43,Private,10th,6,Handlers-cleaners,United-States
43,Self-emp-inc,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Local-gov,Some-college,10,Other-service,United-States
43,State-gov,Assoc-voc,11,Protective-serv,United-States
43,Local-gov,12th,8,Transport-moving,United-States
43,Private,HS-grad,9,Transport-moving,Dominican-Republic
43,Self-emp-inc,Bachelors,13,Sales,Philippines
43,Self-emp-inc,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Local-gov,Assoc-voc,11,Transport-moving,United-States
