Toss,Location,Time,Tosser,Temprature,Reporter
Heads,BurgerKing,Morning,Chen,44,Arpit
Tails,Panera,Morning,Dev,52,Dev
Heads,Panera,Morning,Kalpana,5,Chen
Tails,BurgerKing,Night,Katia,85,Ayla
Heads,BurgerKing,Midday,Chen,17,Dev
Tails,Tachos,Morning,Dev,20,Arpit
Heads,MacDonalds,Midday,Chen,98,Chen
Tails,Starbucks,Midday,Katia,49,Katia
Tails,Tachos,Morning,Dev,42,Chen
Heads,Tachos,Midday,Kalpana,39,Chen
Heads,MacDonalds,Night,Katia,95,Dev
Heads,Starbucks,Evening,Dev,31,Ayla
Tails,BurgerKing,Night,Kalpana,80,Katia
Tails,Tachos,Morning,Dev,21,Katia
Tails,Starbucks,Midday,Kalpana,8,Arpit
Heads,Starbucks,Night,Katia,89,Dev
Heads,Starbucks,Midday,Katia,65,Arpit
Tails,Tachos,Night,Kalpana,39,Arpit
Heads,MacDonalds,Morning,Katia,73,Ayla
Heads,MacDonalds,Night,John,41,Dev
Heads,Tachos,Morning,Katia,5,Katia
Heads,Starbucks,Night,Dev,61,Dev
Tails,Starbucks,Night,Katia,30,Katia
Tails,Tachos,Morning,Dev,87,Ayla
Tails,Tachos,Midday,Katia,34,Katia
Tails,Tachos,Evening,Katia,36,Arpit
Heads,BurgerKing,Morning,Chen,81,Ayla
Heads,Tachos,Midday,Dev,37,Ayla
Heads,BurgerKing,Morning,Chen,76,Katia
Tails,Panera,Midday,Katia,43,Chen
Tails,Panera,Morning,Chen,37,Katia
Heads,MacDonalds,Morning,John,3,Arpit
Heads,Panera,Evening,Dev,59,Katia
Tails,Starbucks,Night,Kalpana,88,Chen
Tails,MacDonalds,Midday,John,10,Ayla
Tails,BurgerKing,Morning,Kalpana,51,Ayla
Heads,Tachos,Night,John,81,Dev
Tails,Tachos,Morning,Dev,9,Chen
Heads,Tachos,Night,Dev,99,Arpit
Tails,Panera,Night,Dev,37,Dev
Tails,Panera,Evening,Kalpana,43,Arpit
Tails,Tachos,Night,Kalpana,3,Dev
Heads,Panera,Evening,John,16,Ayla
Tails,Panera,Night,Dev,51,Ayla
Tails,Tachos,Morning,Kalpana,41,Dev
Tails,Starbucks,Evening,Kalpana,6,Chen
Heads,Starbucks,Midday,John,66,Ayla
Heads,BurgerKing,Night,John,39,Katia
Tails,Tachos,Night,Kalpana,33,Katia
Heads,Starbucks,Morning,Kalpana,77,Ayla
Tails,BurgerKing,Evening,Katia,25,Arpit
Heads,Panera,Midday,Chen,74,Arpit
Heads,Tachos,Morning,Chen,86,Ayla
Heads,MacDonalds,Night,Chen,98,Chen
Heads,Tachos,Evening,Chen,81,Dev
Tails,MacDonalds,Night,Katia,0,Chen
Tails,Panera,Morning,Dev,20,Chen
Heads,Panera,Evening,Dev,18,Katia
Tails,BurgerKing,Morning,Katia,67,Ayla
Heads,BurgerKing,Midday,Dev,54,Arpit
Heads,Starbucks,Morning,Chen,85,Katia
Heads,Starbucks,Evening,Dev,81,Dev
Heads,Tachos,Morning,Katia,77,Katia
Heads,Starbucks,Midday,John,53,Arpit
Heads,Starbucks,Evening,Katia,59,Dev
Heads,MacDonalds,Night,Kalpana,26,Dev
Tails,Tachos,Evening,Kalpana,6,Ayla
Heads,MacDonalds,Night,Katia,78,Arpit
Heads,Tachos,Morning,Dev,30,Chen
Heads,BurgerKing,Evening,John,86,Ayla
Tails,BurgerKing,Midday,John,93,Chen
Heads,BurgerKing,Evening,Kalpana,94,Dev
Tails,Tachos,Evening,Kalpana,40,Chen
Heads,MacDonalds,Morning,John,14,Ayla
Heads,BurgerKing,Morning,Kalpana,96,Ayla
Heads,MacDonalds,Evening,John,80,Chen
Heads,BurgerKing,Night,Chen,14,Dev
Heads,Starbucks,Morning,Katia,29,Dev
Heads,MacDonalds,Evening,Katia,94,Ayla
Tails,Tachos,Evening,Katia,29,Chen
Heads,Starbucks,Morning,Chen,4,Arpit
Tails,BurgerKing,Midday,Katia,21,Chen
Tails,Tachos,Morning,Chen,97,Ayla
Heads,BurgerKing,Night,Katia,74,Katia
Heads,MacDonalds,Morning,John,94,Dev
Tails,Starbucks,Evening,Kalpana,0,Arpit
Tails,Tachos,Midday,Katia,6,Ayla
Heads,Starbucks,Night,John,15,Arpit
Heads,BurgerKing,Midday,Dev,99,Dev
Tails,Starbucks,Midday,Kalpana,42,Ayla
Tails,Starbucks,Morning,Kalpana,28,Dev
Heads,BurgerKing,Night,Kalpana,27,Dev
Heads,Panera,Midday,John,91,Dev
Tails,Panera,Midday,Kalpana,68,Chen
Tails,Starbucks,Night,Katia,19,Chen
Heads,Panera,Evening,Chen,91,Arpit
Heads,Starbucks,Night,Dev,61,Ayla
Heads,BurgerKing,Night,Dev,47,Dev
Tails,MacDonalds,Midday,Dev,10,Ayla
Tails,BurgerKing,Morning,Katia,40,Chen
Heads,Starbucks,Midday,John,89,Ayla
Heads,BurgerKing,Midday,Katia,4,Arpit
Heads,Starbucks,Midday,Katia,59,Katia
Tails,Starbucks,Midday,John,20,Ayla
Heads,Panera,Evening,Dev,61,Dev
Tails,Tachos,Night,Dev,15,Arpit
Heads,Starbucks,Night,Chen,46,Dev
Heads,Panera,Evening,John,1,Ayla
Heads,Tachos,Night,John,61,Katia
Heads,Panera,Night,Chen,8,Chen
Heads,BurgerKing,Morning,Chen,21,Katia
Tails,Tachos,Evening,Katia,99,Dev
Heads,Panera,Morning,Katia,76,Ayla
Tails,Tachos,Midday,John,49,Chen
Heads,Panera,Night,Dev,23,Dev
Tails,Panera,Morning,Katia,100,Chen
Heads,BurgerKing,Night,Kalpana,89,Arpit
Heads,Tachos,Night,Dev,20,Dev
Tails,Tachos,Evening,Kalpana,72,Chen
Tails,Tachos,Morning,Kalpana,15,Arpit
Tails,MacDonalds,Morning,John,74,Katia
Heads,MacDonalds,Morning,Chen,34,Arpit
Tails,Starbucks,Evening,Dev,40,Dev
Tails,MacDonalds,Evening,Chen,100,Arpit
Tails,MacDonalds,Midday,Dev,80,Dev
Heads,BurgerKing,Night,Kalpana,52,Chen
Heads,Tachos,Evening,Kalpana,99,Arpit
Heads,Starbucks,Midday,Chen,93,Katia
Heads,Starbucks,Evening,Kalpana,64,Arpit
Tails,MacDonalds,Evening,Katia,19,Ayla
Heads,Panera,Midday,Dev,47,Arpit
Tails,Panera,Evening,Kalpana,94,Dev
Heads,MacDonalds,Evening,Dev,30,Ayla
Heads,MacDonalds,Evening,Kalpana,32,Dev
Tails,Tachos,Midday,Dev,71,Ayla
Tails,Starbucks,Morning,Dev,64,Katia
Heads,BurgerKing,Evening,Chen,1,Dev
Tails,Tachos,Morning,Katia,42,Chen
Tails,Tachos,Morning,Chen,10,Arpit
Tails,Panera,Morning,John,99,Katia
Heads,Starbucks,Night,Kalpana,65,Dev
Heads,MacDonalds,Night,Katia,39,Katia
Heads,Tachos,Night,Dev,100,Ayla
Heads,BurgerKing,Evening,Dev,47,Dev
Heads,BurgerKing,Night,Dev,16,Chen
Tails,BurgerKing,Evening,Kalpana,38,Arpit
Heads,Tachos,Night,Chen,16,Ayla
Heads,BurgerKing,Evening,Dev,86,Katia
Heads,Tachos,Night,Katia,20,Arpit
Heads,BurgerKing,Midday,Dev,2,Dev
Heads,Starbucks,Morning,John,56,Dev
Heads,Starbucks,Night,Chen,81,Chen
Heads,Starbucks,Night,Katia,85,Arpit
Tails,BurgerKing,Evening,John,69,Chen
Tails,Tachos,Evening,Chen,25,Arpit
Heads,Starbucks,Evening,Dev,58,Arpit
Tails,Tachos,Night,John,10,Arpit
Tails,Tachos,Midday,Chen,18,Arpit
Heads,MacDonalds,Evening,Chen,34,Arpit
Heads,Starbucks,Night,John,94,Arpit
Heads,BurgerKing,Evening,Chen,59,Arpit
Heads,BurgerKing,Night,Katia,17,Dev
Heads,Panera,Morning,Katia,67,Ayla
Tails,Starbucks,Morning,John,23,Dev
Tails,BurgerKing,Midday,Kalpana,53,Dev
Heads,Tachos,Morning,Katia,92,Ayla
Heads,Starbucks,Evening,Kalpana,61,Chen
Tails,Tachos,Midday,Kalpana,46,Dev
Tails,BurgerKing,Night,John,37,Katia
Heads,Starbucks,Night,Chen,77,Ayla
Heads,Starbucks,Evening,Chen,65,Ayla
Heads,Tachos,Night,John,47,Arpit
Heads,MacDonalds,Evening,John,47,Katia
Heads,Panera,Midday,Katia,99,Dev
Tails,Tachos,Midday,John,33,Chen
Heads,MacDonalds,Night,John,63,Dev
Tails,MacDonalds,Midday,Kalpana,13,Chen
Tails,Panera,Night,Katia,45,Katia
Heads,Starbucks,Morning,Chen,72,Dev
Tails,Tachos,Night,Kalpana,56,Katia
Heads,MacDonalds,Midday,John,59,Katia
Tails,Panera,Midday,Chen,23,Katia
Heads,Starbucks,Evening,Chen,7,Chen
Tails,Tachos,Midday,Chen,83,Chen
Heads,Panera,Midday,John,2,Arpit
Heads,MacDonalds,Midday,Chen,0,Arpit
Heads,Panera,Evening,John,77,Ayla
Heads,BurgerKing,Evening,John,57,Arpit
Tails,BurgerKing,Night,John,3,Chen
Tails,MacDonalds,Midday,Kalpana,50,Dev
Tails,MacDonalds,Morning,John,58,Chen
Tails,Tachos,Evening,John,26,Katia
Tails,BurgerKing,Night,John,32,Ayla
Tails,Panera,Midday,John,88,Chen
Tails,Panera,Morning,Kalpana,36,Dev
Tails,Tachos,Midday,Kalpana,47,Dev
Tails,BurgerKing,Midday,Kalpana,36,Arpit
Heads,MacDonalds,Evening,Dev,79,Chen
Tails,MacDonalds,Evening,Kalpana,68,Katia
Tails,MacDonalds,Night,Katia,9,Ayla
Tails,Tachos,Midday,Katia,31,Dev
Tails,Panera,Midday,Kalpana,47,Dev
Heads,BurgerKing,Night,Kalpana,70,Dev
Tails,BurgerKing,Evening,Kalpana,42,Katia
Heads,MacDonalds,Midday,Katia,50,Chen
Heads,Starbucks,Night,Katia,97,Dev
Tails,Panera,Night,Chen,55,Ayla
Heads,BurgerKing,Midday,Katia,58,Arpit
Tails,Starbucks,Evening,Katia,60,Dev
Heads,Tachos,Night,Dev,64,Dev
Heads,Tachos,Evening,John,94,Katia
Tails,Starbucks,Morning,Dev,27,Dev
Heads,Starbucks,Midday,Kalpana,68,Ayla
Tails,Starbucks,Morning,Kalpana,18,Arpit
Heads,Tachos,Evening,John,16,Katia
Tails,Panera,Evening,Dev,34,Dev
Heads,Panera,Night,Katia,90,Arpit
Heads,BurgerKing,Night,Katia,11,Katia
Tails,MacDonalds,Evening,John,82,Katia
Tails,Tachos,Midday,Katia,8,Ayla
Tails,Tachos,Midday,Katia,57,Dev
Tails,Starbucks,Evening,Katia,64,Chen
Tails,Panera,Evening,Chen,13,Ayla
Tails,MacDonalds,Midday,John,56,Ayla
Heads,MacDonalds,Evening,Chen,35,Chen
Tails,BurgerKing,Midday,John,88,Dev
Tails,Tachos,Evening,Kalpana,38,Dev
Tails,Panera,Night,Dev,47,Dev
Tails,Tachos,Night,Chen,70,Katia
Tails,BurgerKing,Morning,John,7,Ayla
Heads,Tachos,Evening,John,97,Arpit
Heads,Panera,Night,John,40,Katia
Heads,MacDonalds,Night,Chen,20,Arpit
Tails,Starbucks,Midday,Kalpana,43,Katia
Heads,MacDonalds,Night,Katia,98,Arpit
Tails,Panera,Evening,Dev,30,Ayla
Tails,BurgerKing,Midday,Dev,58,Dev
Tails,BurgerKing,Midday,John,40,Chen
Heads,BurgerKing,Night,John,100,Chen
Tails,Panera,Midday,Kalpana,66,Chen
Heads,BurgerKing,Morning,John,39,Arpit
Tails,MacDonalds,Night,Kalpana,27,Dev
Heads,Panera,Evening,Katia,69,Chen
Tails,Starbucks,Evening,Dev,23,Ayla
Heads,Tachos,Morning,Dev,95,Arpit
Tails,Tachos,Evening,Dev,25,Chen
Heads,Panera,Morning,John,99,Ayla
Tails,Tachos,Evening,Dev,25,Ayla
Tails,MacDonalds,Evening,Chen,95,Katia
Heads,Starbucks,Night,Katia,85,Ayla
Heads,MacDonalds,Morning,Katia,26,Chen
Tails,Panera,Midday,John,16,Chen
Tails,Tachos,Morning,Chen,39,Dev
Tails,Tachos,Night,John,46,Katia
Heads,Starbucks,Morning,Katia,73,Dev
Heads,Panera,Midday,John,25,Arpit
Heads,MacDonalds,Night,Chen,28,Chen
Heads,MacDonalds,Midday,John,33,Ayla
Tails,Panera,Midday,Katia,33,Arpit
Heads,Starbucks,Morning,John,99,Katia
Heads,BurgerKing,Morning,Chen,87,Ayla
Heads,Starbucks,Morning,Katia,65,Katia
Heads,MacDonalds,Morning,John,72,Dev
Tails,MacDonalds,Night,Chen,2,Chen
Heads,Starbucks,Night,Chen,44,Dev
Heads,MacDonalds,Night,Dev,6,Dev
Tails,Starbucks,Morning,Katia,0,Dev
Heads,Starbucks,Night,Katia,62,Arpit
Tails,Tachos,Night,Katia,98,Ayla
Tails,MacDonalds,Morning,John,91,Arpit
Heads,BurgerKing,Morning,Dev,79,Arpit
Heads,Tachos,Morning,Kalpana,84,Arpit
Heads,Starbucks,Evening,Katia,16,Chen
Heads,Tachos,Midday,Katia,93,Katia
Heads,MacDonalds,Night,Kalpana,100,Katia
Tails,Tachos,Midday,Chen,13,Arpit
Tails,MacDonalds,Evening,John,94,Katia
Heads,Panera,Morning,Dev,38,Katia
Heads,MacDonalds,Night,Katia,76,Chen
Tails,BurgerKing,Morning,Kalpana,1,Katia
Heads,Starbucks,Morning,Dev,80,Ayla
Tails,Tachos,Evening,Katia,43,Ayla
Heads,Starbucks,Night,Katia,90,Katia
Heads,BurgerKing,Evening,Katia,38,Ayla
Heads,Panera,Evening,Dev,1,Arpit
Heads,MacDonalds,Night,Katia,80,Chen
Heads,BurgerKing,Morning,John,65,Katia
Heads,Panera,Evening,Chen,21,Katia
Tails,Panera,Midday,Dev,26,Chen
Tails,Panera,Night,Katia,7,Chen
Heads,Starbucks,Evening,Katia,76,Chen
Heads,BurgerKing,Evening,John,46,Ayla
Tails,Panera,Evening,Chen,12,Katia
Heads,Panera,Evening,John,51,Katia
Tails,MacDonalds,Evening,Kalpana,89,Katia
Tails,BurgerKing,Night,Kalpana,22,Katia
Tails,Panera,Morning,Kalpana,9,Dev
Heads,Starbucks,Night,Kalpana,91,Ayla
Tails,Starbucks,Night,Kalpana,58,Chen
Tails,BurgerKing,Midday,Chen,24,Arpit
Tails,BurgerKing,Evening,Chen,57,Dev
Tails,MacDonalds,Midday,Dev,46,Katia
Tails,Panera,Midday,Katia,19,Ayla
Heads,BurgerKing,Morning,Katia,56,Ayla
Tails,Tachos,Night,Chen,47,Arpit
Tails,Panera,Morning,John,23,Dev
Tails,Starbucks,Midday,Katia,87,Arpit
Heads,BurgerKing,Morning,Katia,60,Katia
Tails,Panera,Night,Kalpana,88,Chen
Heads,BurgerKing,Evening,Kalpana,6,Katia
Heads,MacDonalds,Midday,Chen,12,Katia
Heads,Panera,Midday,Katia,90,Arpit
Heads,Starbucks,Midday,Kalpana,71,Dev
Heads,MacDonalds,Morning,Chen,66,Ayla
Heads,BurgerKing,Evening,Kalpana,68,Katia
Tails,MacDonalds,Midday,John,3,Ayla
Heads,BurgerKing,Night,Katia,38,Arpit
Heads,Panera,Midday,Chen,29,Chen
Heads,BurgerKing,Morning,Chen,47,Katia
Tails,BurgerKing,Morning,Katia,78,Chen
Heads,MacDonalds,Midday,Katia,85,Katia
Heads,Starbucks,Midday,John,69,Arpit
Tails,Tachos,Midday,Dev,43,Dev
Tails,Tachos,Midday,Katia,86,Dev
Heads,BurgerKing,Evening,Katia,89,Dev
Tails,MacDonalds,Midday,Kalpana,99,Chen
Tails,MacDonalds,Morning,John,37,Katia
Heads,Tachos,Night,Katia,78,Arpit
Heads,MacDonalds,Night,Dev,72,Dev
Heads,Tachos,Morning,Chen,16,Ayla
Heads,Starbucks,Evening,Dev,11,Dev
Heads,Starbucks,Evening,Kalpana,97,Dev
Tails,Starbucks,Night,Chen,87,Arpit
Heads,Tachos,Midday,Chen,10,Chen
Tails,BurgerKing,Night,Kalpana,24,Chen
Heads,Starbucks,Night,John,59,Chen
Tails,Tachos,Evening,Kalpana,46,Arpit
Heads,Tachos,Morning,Dev,3,Chen
Heads,Panera,Evening,Chen,23,Ayla
Heads,Panera,Midday,Katia,58,Chen
Tails,Tachos,Morning,Dev,91,Katia
Heads,BurgerKing,Midday,Kalpana,66,Arpit
Tails,BurgerKing,Night,Chen,4,Ayla
Tails,Panera,Evening,Chen,6,Ayla
Heads,Panera,Midday,Dev,30,Chen
Tails,Panera,Evening,Chen,25,Dev
Heads,Starbucks,Midday,John,48,Ayla
Tails,BurgerKing,Morning,Kalpana,33,Ayla
Tails,Starbucks,Night,John,6,Ayla
Heads,Starbucks,Night,John,90,Ayla
Tails,Panera,Morning,Kalpana,89,Chen
Tails,MacDonalds,Morning,Katia,21,Ayla
Heads,Panera,Evening,Chen,3,Arpit
Heads,Starbucks,Night,John,8,Arpit
Tails,MacDonalds,Midday,Chen,33,Ayla
Tails,Panera,Morning,Kalpana,1,Arpit
Tails,BurgerKing,Midday,Dev,68,Chen
Heads,MacDonalds,Night,Chen,27,Arpit
Heads,BurgerKing,Morning,Chen,79,Arpit
Heads,MacDonalds,Evening,Katia,63,Dev
Tails,Panera,Night,Kalpana,16,Arpit
Heads,MacDonalds,Evening,John,85,Arpit
Tails,BurgerKing,Midday,Kalpana,27,Ayla
Heads,Panera,Evening,John,16,Ayla
Heads,BurgerKing,Evening,Dev,79,Ayla
Tails,MacDonalds,Morning,Chen,90,Arpit
Heads,Starbucks,Night,Dev,87,Katia
Tails,Tachos,Midday,Kalpana,34,Katia
Heads,BurgerKing,Evening,Dev,66,Katia
Tails,Tachos,Night,Chen,33,Katia
Tails,Panera,Midday,Chen,9,Arpit
Tails,BurgerKing,Morning,Dev,6,Katia
Tails,BurgerKing,Midday,Chen,59,Arpit
Tails,Tachos,Morning,Dev,10,Chen
Tails,Tachos,Midday,John,58,Ayla
Heads,MacDonalds,Morning,Dev,15,Dev
Tails,BurgerKing,Evening,Katia,23,Arpit
Heads,Starbucks,Morning,John,39,Chen
Heads,Starbucks,Midday,John,59,Ayla
Heads,Tachos,Night,Dev,41,Dev
Tails,Tachos,Evening,Katia,45,Dev
Tails,Panera,Midday,Chen,97,Chen
Tails,Panera,Morning,Katia,64,Dev
Tails,BurgerKing,Evening,Kalpana,91,Arpit
Heads,Tachos,Morning,Dev,80,Dev
Heads,Tachos,Midday,John,64,Arpit
Tails,Tachos,Night,Chen,61,Chen
Heads,BurgerKing,Night,Chen,51,Dev
Heads,Panera,Evening,Katia,94,Arpit
Tails,Panera,Evening,Kalpana,90,Ayla
Tails,Tachos,Morning,Chen,53,Chen
Heads,Panera,Midday,John,14,Dev
Heads,Starbucks,Night,John,67,Katia
Tails,Tachos,Morning,John,25,Katia
Heads,BurgerKing,Evening,Katia,76,Dev
Tails,Starbucks,Midday,John,4,Dev
Heads,Panera,Morning,Katia,90,Dev
Heads,Starbucks,Evening,Chen,65,Katia
Heads,BurgerKing,Evening,John,85,Arpit
Tails,MacDonalds,Morning,Kalpana,16,Chen
Heads,BurgerKing,Evening,Dev,7,Katia
Heads,Tachos,Evening,Dev,6,Chen
Tails,Tachos,Midday,Chen,12,Ayla
Tails,Panera,Night,Kalpana,29,Katia
Tails,Tachos,Night,Chen,43,Ayla
Tails,Tachos,Evening,Katia,45,Ayla
Heads,Tachos,Morning,Katia,89,Arpit
Heads,Panera,Morning,John,36,Katia
Heads,Panera,Morning,John,59,Katia
Heads,BurgerKing,Evening,Katia,13,Arpit
Tails,MacDonalds,Midday,Kalpana,71,Katia
Tails,Starbucks,Morning,Katia,2,Chen
Heads,Panera,Evening,Katia,48,Ayla
Tails,Tachos,Morning,Kalpana,97,Katia
Heads,Starbucks,Midday,Katia,77,Arpit
Heads,MacDonalds,Midday,John,24,Dev
Tails,Tachos,Evening,Kalpana,42,Dev
Heads,Panera,Evening,John,33,Dev
Tails,Tachos,Midday,Dev,91,Dev
Tails,BurgerKing,Morning,Dev,79,Katia
Tails,Tachos,Night,John,30,Chen
Tails,Tachos,Night,Katia,76,Arpit
Heads,BurgerKing,Night,Kalpana,16,Katia
Heads,Starbucks,Night,Katia,22,Katia
Tails,Starbucks,Morning,Dev,8,Dev
Heads,Starbucks,Midday,Kalpana,23,Katia
Tails,BurgerKing,Evening,Kalpana,13,Katia
Heads,BurgerKing,Night,Katia,48,Arpit
Heads,Panera,Morning,Katia,83,Katia
Tails,BurgerKing,Morning,Chen,35,Ayla
Tails,MacDonalds,Night,John,80,Chen
Tails,Tachos,Evening,John,26,Katia
Tails,BurgerKing,Evening,Dev,79,Chen
Heads,BurgerKing,Evening,Katia,52,Katia
Heads,Starbucks,Night,Chen,50,Dev
Heads,MacDonalds,Morning,Dev,98,Ayla
Tails,Tachos,Morning,Dev,58,Arpit
Heads,Tachos,Midday,Chen,39,Katia
Tails,Panera,Evening,Kalpana,26,Chen
Heads,BurgerKing,Night,Katia,70,Arpit
Heads,Panera,Night,Katia,70,Ayla
Heads,Tachos,Night,John,25,Arpit
Heads,BurgerKing,Evening,Dev,13,Ayla
Tails,BurgerKing,Night,Katia,1,Katia
Heads,Tachos,Morning,John,84,Ayla
Heads,BurgerKing,Morning,Katia,23,Dev
Heads,BurgerKing,Night,John,100,Chen
Tails,MacDonalds,Night,Dev,40,Arpit
Heads,MacDonalds,Midday,Chen,23,Katia
Tails,Panera,Evening,Katia,53,Chen
Heads,BurgerKing,Evening,Chen,47,Katia
Tails,Tachos,Night,Kalpana,38,Arpit
Heads,Panera,Midday,Katia,50,Arpit
Heads,Panera,Morning,Kalpana,82,Arpit
Heads,Panera,Night,Katia,4,Chen
Tails,MacDonalds,Morning,Chen,61,Chen
Tails,Tachos,Evening,Chen,57,Ayla
Tails,Tachos,Night,Kalpana,69,Arpit
Tails,Tachos,Midday,Chen,47,Arpit
Tails,BurgerKing,Midday,Chen,31,Dev
Tails,MacDonalds,Evening,John,3,Chen
Tails,Tachos,Night,Dev,46,Arpit
Heads,Starbucks,Morning,John,92,Chen
Tails,BurgerKing,Morning,Katia,27,Dev
Tails,Tachos,Midday,Kalpana,36,Katia
Tails,MacDonalds,Evening,Chen,71,Ayla
Tails,Panera,Morning,Chen,11,Katia
Heads,BurgerKing,Night,John,18,Arpit
Heads,Starbucks,Night,Chen,99,Dev
Heads,MacDonalds,Evening,Chen,48,Dev
Tails,Panera,Night,Dev,40,Dev
Heads,Panera,Evening,John,95,Arpit
Tails,Tachos,Night,Chen,95,Ayla
Tails,Tachos,Night,Dev,6,Ayla
Tails,Tachos,Night,John,85,Dev
Heads,Starbucks,Morning,Dev,88,Chen
Tails,Panera,Night,John,39,Ayla
Heads,Panera,Evening,John,78,Arpit
Heads,Panera,Midday,Katia,2,Arpit
Heads,Starbucks,Midday,Katia,100,Katia
Heads,MacDonalds,Night,Chen,37,Katia
Tails,Panera,Evening,Dev,18,Dev
Tails,MacDonalds,Midday,Chen,41,Katia
Heads,BurgerKing,Night,John,23,Dev
Heads,Tachos,Evening,Chen,97,Katia
Heads,Tachos,Night,Dev,66,Dev
Tails,Tachos,Morning,Dev,52,Dev
Tails,Tachos,Evening,Kalpana,90,Ayla
Heads,BurgerKing,Night,John,98,Arpit
Tails,Starbucks,Evening,Katia,14,Arpit
Tails,BurgerKing,Midday,Chen,89,Ayla
Heads,Starbucks,Night,Katia,78,Katia
Heads,Tachos,Morning,Katia,22,Dev
Heads,Panera,Midday,Kalpana,47,Dev
Tails,Panera,Night,Dev,6,Katia
Tails,MacDonalds,Morning,Dev,78,Katia
Tails,BurgerKing,Night,Katia,90,Katia
Heads,BurgerKing,Night,Katia,48,Arpit
Heads,Starbucks,Morning,Katia,28,Chen
Heads,Tachos,Evening,John,94,Katia
Heads,Starbucks,Evening,John,94,Katia
Tails,MacDonalds,Morning,Kalpana,52,Arpit
Tails,Panera,Night,Dev,44,Ayla
Heads,Starbucks,Evening,Kalpana,82,Chen
Heads,Starbucks,Evening,Katia,20,Arpit
Tails,Tachos,Midday,Chen,96,Ayla
Heads,Starbucks,Midday,Katia,76,Ayla
Heads,Starbucks,Midday,John,16,Chen
Heads,Tachos,Night,John,41,Katia
Heads,Panera,Evening,Chen,17,Dev
Heads,Starbucks,Morning,Chen,89,Dev
Tails,Tachos,Night,Dev,54,Ayla
Heads,Starbucks,Evening,John,48,Arpit
Tails,Tachos,Morning,John,51,Arpit
Heads,MacDonalds,Midday,Dev,0,Arpit
Tails,Starbucks,Midday,Kalpana,56,Ayla
Tails,BurgerKing,Midday,Kalpana,87,Chen
Tails,Tachos,Midday,Katia,43,Ayla
Tails,Starbucks,Morning,John,4,Katia
Tails,BurgerKing,Morning,Katia,1,Dev
Tails,Panera,Evening,Katia,14,Ayla
Tails,Tachos,Morning,Kalpana,73,Arpit
Heads,Starbucks,Night,John,97,Arpit
Heads,Tachos,Night,Kalpana,0,Dev
Tails,BurgerKing,Morning,Katia,100,Ayla
Tails,MacDonalds,Morning,Dev,3,Dev
Tails,Tachos,Night,Katia,5,Chen
Tails,Tachos,Evening,John,9,Chen
Heads,Panera,Morning,John,100,Arpit
Tails,MacDonalds,Night,Katia,65,Katia
Tails,Tachos,Night,John,21,Ayla
Tails,Tachos,Evening,Kalpana,39,Chen
Heads,Panera,Midday,Katia,19,Chen
Tails,MacDonalds,Evening,Kalpana,61,Dev
Heads,BurgerKing,Night,Chen,62,Katia
Tails,MacDonalds,Morning,Kalpana,45,Ayla
Heads,BurgerKing,Evening,John,100,Ayla
Heads,Starbucks,Evening,Kalpana,30,Ayla
Tails,MacDonalds,Morning,Chen,98,Katia
Heads,Starbucks,Midday,John,94,Katia
Tails,MacDonalds,Evening,Kalpana,75,Katia
Heads,Tachos,Midday,Dev,30,Katia
Tails,Tachos,Evening,Kalpana,41,Arpit
Tails,BurgerKing,Night,Kalpana,81,Arpit
Tails,BurgerKing,Evening,Dev,60,Katia
Tails,Panera,Morning,John,28,Katia
Heads,Panera,Midday,Chen,74,Ayla
Tails,MacDonalds,Night,John,6,Chen
Tails,MacDonalds,Midday,Kalpana,22,Chen
Tails,Tachos,Morning,John,66,Chen
Heads,Panera,Morning,Chen,58,Arpit
Heads,MacDonalds,Midday,Dev,34,Arpit
Heads,Panera,Evening,John,85,Dev
Heads,Starbucks,Morning,John,44,Arpit
Tails,Panera,Night,Kalpana,54,Arpit
Tails,Starbucks,Midday,Katia,1,Ayla
Heads,MacDonalds,Evening,Katia,34,Arpit
Heads,Panera,Morning,Chen,27,Arpit
Tails,BurgerKing,Midday,Chen,45,Chen
Heads,MacDonalds,Night,John,50,Ayla
Tails,BurgerKing,Evening,Katia,85,Chen
Tails,BurgerKing,Midday,Dev,50,Dev
Tails,Tachos,Evening,Chen,96,Katia
Tails,MacDonalds,Midday,Kalpana,2,Dev
Heads,MacDonalds,Evening,John,58,Ayla
Heads,BurgerKing,Morning,Dev,80,Arpit
Tails,BurgerKing,Morning,John,72,Katia
Heads,Panera,Evening,Kalpana,89,Chen
Tails,MacDonalds,Morning,Chen,82,Ayla
Heads,BurgerKing,Night,Chen,43,Arpit
Tails,Starbucks,Evening,Chen,23,Chen
Heads,Starbucks,Morning,John,53,Ayla
Heads,BurgerKing,Night,John,64,Dev
Tails,Panera,Evening,Dev,56,Ayla
Tails,Panera,Evening,John,49,Ayla
Heads,Tachos,Evening,Chen,85,Dev
Tails,MacDonalds,Midday,Dev,82,Arpit
Heads,Starbucks,Midday,Katia,49,Ayla
Tails,Panera,Midday,Kalpana,9,Chen
Tails,Panera,Night,Kalpana,41,Dev
Heads,Starbucks,Night,John,53,Arpit
Heads,BurgerKing,Night,Kalpana,98,Ayla
Tails,MacDonalds,Morning,Chen,85,Ayla
Heads,Panera,Evening,Katia,92,Katia
Heads,Tachos,Night,Katia,25,Chen
